UtilizationOfUnsecuredLinesTotal,Age,CustomerLifeTime,NumberOfTime30_59DaysLateNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
0.156975051,29,5,2,0.413551402,5563,12,0,1,1,0,No
0.04671682,42,10,1,0.243729459,5780,7,0,1,0,1,No
0.954197875,47,11,1,0.300676293,5470,7,0,1,0,2,No
0.254276241,59,20,0,0.069966145,6202,6,0,0,0,2,No
0.639754793,66,22,0,0.221473999,5345,6,0,0,0,3,No
0.070532158,76,24,0,0.313336092,7250,12,0,1,0,0,No
0.134533224,68,24,0,45,6670.221237,1,0,0,0,0,No
0.187684339,60,20,0,0.349673203,11933,9,0,2,0,0,No
0.187934908,29,4,0,0.100214235,4200,4,0,0,0,0,No
0.526284085,37,10,0,0.33748056,4500,8,0,0,1,3,No
0.13297578,64,27,0,0.299492386,6500,35,0,2,0,0,No
0.055659825,52,19,0,0.296486718,3500,8,0,1,0,0,No
0.037211404,63,16,0,0.230153969,5000,6,0,1,0,0,No
0.129751384,59,21,0,2022,6670.221237,5,0,1,0,0,No
0.019760964,81,23,0,0.003748828,3200,4,0,0,0,0,No
0.9999999,64,22,0,0.393746592,5500,5,0,1,0,0,No
0.294964456,33,6,0,0.459635091,4000,6,0,0,0,1,No
0.013674574,57,16,0,0.480074275,7000,12,0,1,0,1,No
0.9999999,52,17,0,0.004430811,2933,1,0,0,0,0,No
0.548383876,46,15,0,0.205784761,66000,19,0,2,0,1,No
0.165055663,66,16,0,90,6670.221237,4,0,0,0,0,No
0.974392418,21,0,0,672,6670.221237,1,0,0,0,0,No
0.000224994,53,18,0,0.03446712,6614,7,0,0,0,3,No
0.366908273,73,28,0,0.010997251,4000,1,0,0,0,1,No
0.986980344,77,25,0,0.637536246,10000,8,0,2,0,0,No
0,78,25,0,0,6670.221237,3,0,0,0,0,No
0.99806514,43,10,4,0.021941397,7200,12,2,0,1,0,No
0.042102533,57,21,0,0.268582136,1600,5,0,0,0,0,No
0.587382602,71,26,0,1.248636859,916,4,0,0,0,0,No
0.124801376,62,26,0,0.566894457,6584,15,0,2,0,0,No
0.319325449,60,21,0,0.378224355,3333,9,0,1,0,0,No
0.018830042,32,6,0,0.66555512,5097,19,0,2,0,2,No
0.012610411,77,23,0,0.004832528,6000,3,0,0,0,0,No
0.136172765,29,3,0,0.136634845,1675,7,0,0,0,0,No
0.05746275,37,6,0,0.208151756,3900,6,0,0,0,0,No
0.181204699,67,19,0,0.11059044,3200,3,0,1,0,0,No
0.137561106,67,22,0,0.13989899,1979,4,0,0,0,0,No
0.034409335,45,15,2,0.246047572,14041,8,0,2,0,1,No
0.558048065,44,13,0,0.410510152,5860,13,0,1,1,2,No
0.00152302,59,20,0,0.163208257,9300,11,0,1,0,0,No
0.376297369,55,19,0,1663,6670.221237,5,0,1,0,0,No
0.025506377,70,25,0,0.702025586,5627,9,0,1,0,0,No
0.451108688,67,25,0,0.063547083,1730,4,0,0,0,0,No
0.958928165,63,17,1,2798,6670.221237,11,0,1,0,0,No
0.270729271,33,4,0,150,6670.221237,2,0,0,0,0,No
0.284322409,47,19,1,0.485197509,11720,18,0,2,0,5,No
0.686888525,55,15,0,0.333501006,21867,12,0,2,0,0,No
0.014275517,66,16,4,421,6670.221237,6,1,1,1,0,No
0.032778889,53,15,0,0.253617945,5527,5,0,1,0,2,No
0.104374015,58,19,0,177,6670.221237,10,0,0,0,1,No
0.001468965,72,30,0,0.285452425,6000,19,0,2,0,0,No
0.025867738,60,20,0,0.754385965,2621,13,0,2,0,0,No
0.016472488,63,20,0,0.220836111,10500,14,0,2,0,0,No
0.189567536,32,7,0,0.873750291,4300,8,0,2,0,2,No
0.047610676,59,22,0,0.274676783,12916,18,0,1,0,1,No
0.000620647,61,15,0,837,6670.221237,2,0,1,0,0,No
0.018896226,51,11,0,0.228979184,11000,11,0,1,0,1,No
0.013266224,69,20,0,0.216806723,4164,5,0,2,0,0,No
0.9999999,38,9,0,0.093234792,7035,4,0,0,0,3,No
0.351396208,61,21,1,0.898592524,8667,15,0,3,0,0,No
0.115237829,40,14,1,2.491686461,2946,17,0,3,0,0,No
0.235643092,64,22,0,0.644890341,4285,16,0,1,0,1,No
0.288359243,28,4,1,0.114104223,8500,5,0,0,0,0,No
0.00091048,47,15,0,0.056172785,11250,13,0,0,0,0,No
0.976242109,40,7,0,0.636030122,5178,9,0,1,0,3,No
0.064538978,59,19,0,0.264425973,8300,8,0,1,0,1,No
0.807249353,56,15,0,1.351377953,1015,7,0,1,0,0,No
0.084097001,44,13,0,1391,6670.221237,7,0,1,0,0,No
0,52,19,1,0.044524371,8062,7,0,0,0,1,No
0.013013807,41,7,0,0.544337138,3416,5,0,2,0,0,No
0.182424219,35,8,0,0.124081153,3400,7,0,0,0,0,No
0.157749695,60,15,0,2814,6670.221237,8,0,2,0,1,No
0.144617798,59,18,0,0.15324944,5800,5,0,0,0,0,No
0.988167653,27,3,0,3934,6670.221237,7,0,2,0,3,No
0.587421472,53,17,0,0.293106193,6280,7,0,3,0,0,No
0.252873563,54,16,0,0.124538745,2167,3,0,0,1,0,No
0.037898737,42,13,0,0.723855285,7075,5,0,1,0,1,No
0.168289564,59,16,0,0.175164967,3333,6,0,0,0,0,No
0.984499128,45,9,2,1289,6670.221237,8,0,0,0,0,No
0.029354427,56,22,0,0.358704037,11666,8,0,1,0,3,No
0.080751832,47,17,0,0.167229096,8000,8,0,1,0,2,No
0.396134192,59,20,4,0.236645032,2002,7,0,1,0,1,No
0.071522329,67,23,0,0.009057758,8500,6,0,0,0,0,No
0,71,27,0,0.206219919,2700,2,0,1,0,0,No
0.38072841,54,16,4,0.302687963,7700,10,0,1,0,0,No
0.660955971,66,25,3,0.203015428,2851,7,0,0,1,0,No
0.337749598,62,24,0,0.245269547,2800,11,0,0,0,0,No
0.463463272,53,18,0,0.407847082,9939,12,0,1,0,0,No
0.270303561,50,13,0,0.258969861,25083,14,0,2,0,0,No
0.128808306,56,17,0,0.213884392,10500,10,0,2,0,0,No
0.039240055,71,30,0,0.457335962,3550,9,0,0,0,0,No
0.034464369,40,7,0,779.5,1,6,0,1,0,2,No
0.13782495,32,4,0,0.671684181,3520,8,0,1,0,0,No
0.534883721,48,18,0,0.115618894,8700,11,0,0,0,2,No
0.06288656,63,25,0,0.47688078,4000,6,0,0,0,0,No
0.211957608,53,11,0,0.20419895,4000,4,0,1,0,2,No
0,47,15,0,1653,6670.221237,4,0,1,0,0,No
0.022843036,49,14,0,0.327668083,4000,5,0,1,0,0,No
0.284236153,45,12,1,0.318890815,7500,9,0,1,0,2,No
0.543901546,61,29,1,0.364620089,4250,21,0,0,0,0,No
0.437807052,43,13,0,0.281863055,7900,6,0,1,0,3,No
0.106363403,56,20,0,0.332581067,8418,10,0,4,0,0,No
0.15784313,51,12,0,0.595854579,15100,13,0,4,0,2,No
0.349332354,62,25,0,0.33633584,12100,16,0,2,0,1,No
0.067648593,62,27,0,0.531644181,9116,21,0,4,0,0,No
0.011029111,65,25,0,0.383404149,4000,11,0,2,0,0,No
0.007352797,75,32,0,0.0029994,3333,7,0,0,0,0,No
0.020149461,46,11,0,0.320099985,6800,7,0,2,0,2,No
0.034163095,32,4,0,0.574191766,3618,8,0,3,0,0,No
0.008699826,42,14,0,0.243694362,10783,8,0,1,0,2,No
0.096255655,72,24,0,3.325750682,1098,10,0,2,0,0,No
0.354989857,39,9,0,0.149197629,6916,7,0,0,0,1,No
0.931548566,55,20,0,0.794766547,5846,12,0,4,0,0,No
0.382406423,76,22,0,0.38566131,3235,5,0,1,0,1,No
0.288131791,68,24,0,0.631477927,4688,14,0,3,0,0,No
0,43,9,0,0,3583,2,0,0,0,3,No
0.604762134,49,14,0,3468,6670.221237,13,0,1,0,1,No
0.152953882,52,15,0,0.547484172,3000,6,0,1,0,2,No
0.103866198,46,14,0,1586,6670.221237,5,0,1,0,0,No
0.190468771,62,24,1,0.693531283,6600,15,0,3,0,2,No
0.209376488,47,10,0,0.579904934,6100,9,0,1,0,2,No
0.345440439,40,12,0,0.381710244,7916,10,0,2,0,2,No
0.006205288,74,32,0,0.258195336,2958,6,0,1,0,1,No
0.156339456,53,21,0,0.213527009,11014,10,0,1,0,2,No
0.028847611,50,10,0,0.003110765,9000,4,0,0,0,2,No
0.006042425,48,11,0,0.311670833,5200,10,0,1,0,0,No
0.258093548,36,6,0,0.243533123,3169,5,0,0,0,0,No
0.207677397,79,35,1,0.736573737,15100,13,0,8,0,0,No
0.9999999,53,11,2,0.744782757,2922,3,1,1,1,5,No
0.001851715,67,26,0,350,6670.221237,5,0,0,0,0,No
0.002499875,50,14,0,0.276706459,9800,14,0,2,0,4,No
0.764940239,44,12,0,0.190315022,3840,6,0,0,0,0,No
0,51,13,0,0.073110285,4034,8,0,0,0,2,No
0.006691742,61,22,0,0.253372323,10600,34,0,2,0,0,No
0.035375065,63,19,0,0.016495876,4000,9,0,0,0,0,No
0.07572326,67,19,1,0.781564002,2288,10,0,0,0,0,No
0.081934988,40,12,0,0.339295634,9000,9,0,2,0,0,No
0.987012987,62,15,0,0.089394781,1800,3,1,0,0,0,No
0.45843253,36,9,0,0.134314265,12708,9,0,0,0,0,No
0.103028804,42,9,0,2071.5,1,9,0,2,0,2,No
0.147964852,85,36,0,0.028835063,2600,4,0,0,0,0,No
0.279039507,44,16,0,0.425148553,10433,13,0,2,0,5,No
0,49,16,0,1865,6670.221237,8,1,1,0,0,No
0.134996625,33,6,0,2585,6670.221237,10,0,2,0,0,No
0.467481466,60,24,1,6417,6670.221237,13,0,4,0,0,No
0.9999999,25,2,0,0.078640453,3000,1,0,0,0,0,No
0.021138302,78,37,0,0.176583493,2083,11,0,0,0,0,No
0.061446928,54,18,1,0.335543627,9500,7,0,2,0,3,No
0,48,15,0,0.159036556,5853,6,0,1,0,2,No
0.190934197,43,15,0,0.161144053,8600,15,0,1,1,0,No
0.096441383,36,6,0,0.053994001,9000,5,0,0,0,3,No
0.300879799,50,12,0,0.348769899,7600,15,0,2,0,0,No
0.262028986,50,12,0,0.33449645,8310,9,0,1,0,3,No
0.000245228,43,9,0,0.006030789,6300,9,0,0,0,0,No
0.010550593,34,6,0,0.244775522,10000,11,0,2,0,0,No
0.016134735,61,27,0,0.020947393,4200,19,0,0,0,1,No
0.007940437,46,14,0,0.386401511,9000,9,0,1,0,8,No
0.238933602,41,9,0,0.234933158,9125,8,0,1,0,3,No
0.861138861,46,13,0,0.014084507,2200,3,0,0,0,0,No
0.175294538,26,3,0,233,6670.221237,4,0,0,0,0,No
0.020962124,55,19,0,0.293927364,6800,16,0,2,0,0,No
0.9999999,56,20,0,0.144761397,3750,2,0,0,0,0,No
0.166917517,59,22,0,0.266751755,4700,11,0,1,0,0,No
0.40354328,44,15,0,0.335626575,25000,12,0,1,0,2,No
0.039135474,76,29,0,0.012221423,4172,5,0,0,0,0,No
0.029246547,49,11,0,1246,6670.221237,13,0,1,0,0,No
0.045869039,76,22,0,78,6670.221237,8,0,0,0,0,No
0.02743823,65,21,1,0.202837825,10500,15,0,1,0,0,No
0.054014129,48,17,0,0.093982074,3904,15,0,0,0,0,No
0,59,17,0,0,6670.221237,6,0,0,0,3,No
0.54164243,35,8,2,0.460736076,5080,12,0,2,0,1,No
0.9999999,45,8,2,0.015319801,2610,2,0,0,1,0,No
0.9999999,26,2,0,0.132746901,2500,1,0,0,0,0,No
0.9999999,29,3,1,262,6670.221237,1,2,0,0,0,No
0.000716632,48,14,0,3603,6670.221237,15,0,3,0,0,No
0,29,3,0,8.03960396,100,2,0,0,0,0,No
0.023990404,30,3,0,0.466133467,4000,4,0,1,0,0,No
0.209139543,70,29,0,1097,6670.221237,5,0,1,0,0,No
0,56,17,0,1.043353064,6250,9,0,3,0,2,No
0.023480613,53,15,0,0.290165078,4300,9,0,2,0,2,No
0.102779444,23,1,0,0.009135201,1641,1,0,0,0,0,No
0,77,32,0,0,6670.221237,6,0,0,0,0,No
0.9999999,55,20,0,0.13379737,3878,1,0,0,1,0,No
0.767246653,54,17,1,0.73816568,4055,18,0,3,0,0,No
0.063774943,39,8,0,0.68253666,5250,8,0,2,0,0,No
0,38,6,0,0.131685458,6917,3,0,1,0,2,No
0.239735812,45,13,0,0.73225917,5833,9,0,1,0,0,No
0.045749047,80,39,0,868,6670.221237,12,0,1,0,0,No
0.78932735,61,18,0,0.146731659,8000,14,1,0,0,0,No
0.9999999,36,6,0,972,6670.221237,3,0,1,0,0,No
0.31378024,53,20,0,0.435818052,12596,17,0,1,0,0,No
0.263886978,73,34,0,0.216594469,3000,8,0,1,0,0,No
0,29,3,0,0,3000,1,0,0,0,0,No
0.024148533,87,27,0,0.076677316,5633,12,0,0,0,1,No
0.450398916,56,22,1,0.382422522,8453,13,0,2,0,2,No
0.017882248,49,15,0,0.310654484,25500,13,0,3,0,1,No
0.52134876,62,21,0,1.875488722,3324,14,0,2,0,0,No
0.053325036,64,28,0,0.171945701,1325,12,1,0,0,0,No
0.68588495,33,4,0,0.336586688,7376,5,0,1,0,3,No
0.117594389,30,6,2,1.696442688,1264,7,0,1,0,1,No
0.683083512,28,3,0,0.004241782,6600,2,0,0,0,0,No
0.096748132,81,25,0,14,6670.221237,5,0,0,0,0,No
0.089851608,42,13,0,0.285428643,4000,7,0,1,0,0,No
0.087218522,48,11,0,0.303126551,10074,8,0,1,0,0,No
0.1112722,46,11,1,0.224888646,11000,9,0,1,0,3,No
0.430569431,25,1,0,0.026512576,1470,1,0,0,0,0,No
0.062205758,65,18,0,648,6670.221237,9,0,1,0,0,No
0.538789071,37,7,0,0.323773188,7600,5,0,1,0,0,No
0.211893137,46,9,0,10773,0,8,0,4,0,0,No
0.353646354,22,0,0,0.012180268,820,2,0,0,0,0,No
0.416638891,61,17,0,0.051589682,5000,16,0,0,0,0,No
0.0067651,57,24,0,0.164845385,4300,12,0,0,0,0,No
0.02680067,67,19,0,0.48561271,9000,14,0,4,0,0,No
0.270291329,46,10,0,0.42721331,3365,6,0,1,0,3,No
0.075006541,60,22,0,1060,6670.221237,9,0,1,0,0,No
0.03684263,64,16,0,1.692929293,1484,9,0,2,0,0,No
0.077748375,74,24,0,0.12392207,6261,14,0,0,0,0,No
0.9999999,68,19,0,0.195853388,2700,7,0,0,0,2,No
0.236619251,44,10,1,0.215387048,12646,8,0,1,0,1,No
0,80,31,0,0,6670.221237,3,0,0,0,0,No
0.631277112,47,15,2,0.189476315,8000,14,0,0,1,2,No
0.039016915,67,28,0,0.499126383,1716,5,0,0,0,0,No
0.190532516,43,14,0,0.237176282,10000,10,0,2,0,0,No
0,28,3,0,0,1200,3,0,0,0,0,No
0.602164432,76,34,0,0.096525097,36000,12,0,2,0,0,No
0.335693232,56,17,0,0.58635231,5216,12,0,1,0,0,No
0.467346016,65,31,0,0.951289885,11783,17,0,4,0,0,No
0.19030289,74,23,0,0.258414308,7100,13,0,1,0,1,No
0.040836405,57,20,0,835,6670.221237,7,0,0,0,0,No
0.096124957,63,21,0,365,6670.221237,5,0,0,0,1,No
0.855499907,53,13,0,0.422251245,12250,9,0,1,0,2,No
0.940884221,26,3,0,0.198491786,3712,6,0,0,0,0,No
0.593081384,34,5,0,0.158863756,5702,3,0,0,0,1,No
0.078404197,35,5,0,0.372164552,2600,6,0,1,0,0,No
0.935486803,60,15,0,0.305886415,5792,4,0,1,0,1,No
0.9999999,34,8,0,0.566208083,2325,8,0,1,0,0,No
0.186466184,47,17,0,0.183812329,9846,11,0,1,0,1,No
0.00926855,58,14,0,0.21157179,7500,9,0,1,0,2,No
0.366464904,64,23,0,0.236576445,6834,10,0,1,0,0,No
0.223441087,54,18,0,0.675086833,3166,14,0,1,0,0,No
0.325979221,63,25,0,0.288244453,5137,5,0,1,0,0,No
0.89400265,62,26,0,0.674296238,3800,6,0,1,0,1,No
0,39,8,0,350,6670.221237,2,0,0,0,0,No
0.9999999,57,21,1,2109,6670.221237,5,0,1,0,0,No
0.439404099,55,14,0,1186,6670.221237,13,0,0,0,0,No
0.210434552,50,14,0,0.522213887,11996,21,0,4,0,1,No
0,23,1,0,0,861,2,0,0,0,0,No
0.736452709,43,10,0,0.330460265,5800,9,0,2,0,0,No
0.127989334,30,4,0,0.117070181,3262,5,0,0,0,0,No
0.046610309,73,20,0,0.421447319,5333,5,0,0,1,1,No
0.356155298,45,13,0,0.736522092,4933,8,0,2,0,1,No
0.058602284,48,12,0,0.534681074,5737,10,0,3,0,2,No
0.884446222,56,16,1,1.274690124,2500,5,0,1,0,0,No
0.073425075,43,10,0,0.008415934,5346,4,0,0,0,0,No
0.0507198,79,31,1,0.262106797,35000,19,0,2,0,1,No
0.296063627,34,5,0,0.066972077,4583,10,0,0,0,0,No
0.430594637,48,12,0,0.228860516,4150,5,0,0,0,3,No
0.647362978,84,26,0,0.021595681,5000,2,2,0,1,0,No
0.004778327,52,17,0,0.557928214,2200,10,0,1,0,0,No
0.040043945,62,24,0,1492,6670.221237,10,0,1,0,0,No
0.9999999,26,3,0,170,6670.221237,1,0,0,0,0,No
0.853936745,34,5,0,2512,6670.221237,3,0,1,0,0,No
1.442131557,55,22,0,0.347944329,6250,10,0,1,0,0,No
0.076155867,33,7,0,0.473570138,8304,11,0,3,0,1,No
0.002382928,79,27,0,375,6670.221237,9,0,0,0,0,No
0.239036508,50,13,0,0.613541411,8137,14,0,2,0,1,No
0.088539015,55,20,0,4291,6670.221237,19,1,1,0,1,No
0.9999999,40,10,1,1.11492817,1600,5,0,1,0,2,No
0.046576689,68,27,0,0.077790421,9666,11,0,1,0,0,No
0.208081426,50,15,0,0.500293945,1700,7,0,0,0,0,No
0,65,19,0,0.120435618,3121,6,0,0,0,0,No
0.055521633,66,27,0,0.344262295,2500,19,0,1,0,0,No
0.169949133,40,13,0,0.95944016,3500,11,0,2,0,0,No
0.435250661,47,13,0,0.356967548,11000,8,0,2,0,4,No
0.764165391,74,27,0,0.04318143,5858,3,0,0,0,0,No
0.004950739,49,15,0,0.248216976,9954,5,0,1,0,2,No
0.549612424,37,10,1,0.245822102,7419,10,0,1,0,5,No
0.193660211,39,10,0,0.096929773,8500,6,0,0,0,0,No
0.448221544,41,12,0,0.112988701,10000,9,0,0,0,0,No
0.056022211,50,14,0,0.297250208,13200,6,0,2,0,0,No
0.089009746,60,21,0,0.149633578,7504,5,0,2,0,0,No
0.760861957,33,7,0,0.20954033,5764,5,0,0,0,0,No
0.239191525,67,30,0,0.199641404,14500,12,0,1,0,0,No
0.004885644,39,11,0,0.860530476,5692,16,0,2,0,0,No
0.066335751,61,16,0,0.868065967,2000,9,0,2,0,0,No
1.485049834,37,5,1,510,6670.221237,2,1,0,0,0,No
0.112876573,31,5,0,0.096527904,5500,9,0,0,0,0,No
0.3998001,62,17,0,0.31893347,7800,14,0,2,0,1,No
0.917015167,61,18,0,0.749146581,9666,12,0,2,0,0,No
0.422207339,50,14,0,0.947684105,3000,17,0,1,0,2,No
0.096418214,49,18,0,0.791201035,8500,7,0,2,0,2,No
0.018059616,43,16,1,0.663867227,5000,21,1,3,0,2,No
0.9999999,32,4,2,0.451372478,5500,5,0,1,0,2,No
0.019999651,60,14,0,0.164418346,6300,7,0,0,0,0,No
0.218855346,62,18,0,0.262969879,12316,9,0,2,0,0,No
0.001206202,41,10,0,0.717512033,2700,16,0,2,0,0,No
0.094379458,41,12,0,0.368991688,8300,10,0,1,0,2,No
0.0796978,72,26,0,32,6670.221237,2,0,0,0,0,No
0.390912051,53,14,0,0.241775822,10000,9,0,1,0,2,No
0.9999999,65,19,0,0.88216728,1900,4,0,2,0,0,No
0,63,26,0,128,6670.221237,4,0,0,0,0,No
0.9999999,37,6,1,0.03508453,5500,2,0,0,0,0,No
0.603141045,53,20,0,0.366558991,6500,5,0,1,0,0,No
0.714603163,72,31,0,578,6670.221237,2,0,0,0,0,No
0.001285678,80,22,0,1,6670.221237,3,0,0,0,0,No
0.062889446,65,16,0,1708,6670.221237,3,0,1,0,0,No
0.026285233,65,21,0,46,6670.221237,12,0,0,0,0,No
0,24,1,0,0,2200,2,0,0,0,0,No
0.461733135,64,29,0,0.508234143,6132,23,0,1,0,0,No
0,48,14,0,0.03848076,2000,9,0,0,0,0,No
0.9999999,30,4,0,0.335626536,2034,1,0,0,0,0,No
0.025375825,50,19,0,0.198925183,11908,10,0,2,0,3,No
0.013191288,56,19,0,0.145917082,16666,26,0,1,0,4,No
0.118601696,47,11,0,7.960199005,200,10,0,2,0,2,No
0.194624572,57,21,1,0.208013286,9633,8,0,1,0,0,No
0.003324161,73,25,0,0.002855103,1400,4,0,0,0,0,No
0.018312889,45,12,0,0.400288236,5550,3,0,2,0,0,No
0.251499824,26,3,0,0.112816851,2800,6,0,0,0,0,No
0.307138572,28,4,0,0.215167549,1700,2,0,0,0,0,No
0.9999999,29,4,0,0.003998001,2000,0,1,0,0,4,No
0.008874723,60,13,0,0.244949495,1583,5,0,1,0,0,No
0.012213571,60,20,0,0.489390828,1460,6,0,2,0,0,No
0.301186614,59,16,0,0.105954335,6700,5,0,0,0,1,No
0.002878944,51,21,0,0.159632572,12083,20,0,1,0,3,No
0.223889759,66,18,0,0.346010187,8834,8,0,1,0,2,No
0.038778935,70,27,2,0.251221214,8597,13,0,1,0,1,No
0.228056234,67,25,0,0.110415217,4310,8,0,0,0,1,No
0.212801107,54,20,0,1.146284572,3000,23,0,1,0,1,No
0.318766067,28,4,0,0.090500281,3557,2,0,0,0,0,No
0.057990159,55,19,0,2318,6670.221237,15,0,1,0,0,No
0.073644303,54,21,0,1.558256173,2591,15,0,3,0,0,No
0.788297484,55,19,0,0.320273595,33333,17,0,4,0,0,No
0.165699907,70,29,0,0.212428857,6500,5,0,1,0,1,No
0.667636201,57,20,0,0.286465375,19970,18,0,1,0,3,No
0.082487111,26,2,0,0.007496252,2000,4,0,0,0,0,No
0.087104659,35,6,0,0.112355058,2500,8,0,0,0,0,No
0,28,3,0,0.762697752,1200,9,0,1,0,0,No
0.107930493,71,28,0,0.493775934,3614,7,0,2,0,0,No
0.171481016,59,18,0,0.379169985,11300,10,0,2,0,2,No
0.026966367,37,7,0,0.088892929,5500,9,0,0,0,1,No
0.001903195,35,7,1,0.225887056,2000,13,0,0,0,0,No
0.095561775,26,3,0,0.207940588,3500,3,0,0,0,0,No
0.144173824,61,17,0,0.347386172,11266,17,0,2,0,3,No
0.004019285,50,12,0,2690,6670.221237,14,0,2,0,1,No
0.760092272,25,1,0,0.059432933,1833,3,0,0,0,0,No
0.062298329,58,20,0,0.605244406,7016,6,0,1,0,0,No
0.084416632,47,10,0,0.19199616,16666,5,0,2,0,2,No
0.022588112,48,17,1,0.369837189,5834,22,0,2,0,0,No
0.048417712,66,29,0,0.551823204,4524,22,0,2,0,0,No
0.651667491,51,13,0,0.371299745,5100,8,0,2,0,0,No
0.008437995,62,17,0,1407,6670.221237,6,0,0,0,0,No
0.9999999,28,3,1,0.259606373,3200,2,1,0,0,1,No
0,63,13,0,0.389830508,707,2,0,0,0,0,No
0.814141893,62,17,0,0.721873215,1750,6,0,1,0,0,No
0.248155963,41,13,0,1.396001538,2600,13,0,1,0,1,No
0.039191284,61,27,0,0.172273409,14000,13,0,0,0,1,No
0.842436586,31,4,0,0.248543024,2916,8,0,0,0,0,No
0,26,3,0,0.0019995,4000,1,0,0,0,0,No
0.083689615,58,17,0,0.186787749,11231,20,0,1,0,3,No
0.992210936,31,5,0,0.145638732,7600,7,0,0,0,0,No
0.02379762,56,13,0,0.242870875,3120,4,0,0,0,1,No
0.28911861,73,29,0,0.620928185,7950,21,0,4,0,0,No
0.009993338,23,1,0,0,898,2,0,0,0,0,No
1.504983389,33,5,0,0.010080645,2479,2,0,0,2,2,No
0.025361644,57,15,0,2884,6670.221237,16,0,2,0,0,No
0,54,16,0,0.28013906,8916,7,0,2,0,0,No
0.052270301,55,15,0,2770,6670.221237,7,0,1,0,3,No
0.799390505,64,28,2,0.454545455,7160,13,0,1,0,2,No
0.068034769,52,14,0,0.136640911,14753,13,0,1,0,4,No
0,47,10,0,2594,6670.221237,6,0,1,0,0,No
0.050545483,45,13,0,5.160623229,7059,10,0,3,0,3,No
0.248998289,60,21,0,4652,6670.221237,15,0,3,0,1,No
0.130545099,52,18,0,2910,6670.221237,12,0,2,0,0,No
0.351297405,25,2,0,0.097611324,3390,3,0,0,0,1,No
0.244785005,57,14,0,0.523251728,8536,10,0,3,0,0,No
0.522560376,64,18,0,0.405765706,6000,9,0,2,0,0,No
0.011413757,80,36,0,83,6670.221237,6,0,0,0,0,No
0.765778239,38,11,0,0.80148529,3500,11,0,2,0,2,No
0.056479932,67,20,0,1219,6670.221237,11,0,1,0,0,No
0.000216447,63,24,0,0.421716395,3250,12,0,1,0,0,No
0.14875246,35,8,0,1763,6670.221237,9,0,1,0,3,No
0.503115287,55,19,0,0.335787656,11000,14,0,1,0,3,No
0,34,6,0,1471,6670.221237,6,0,2,0,0,No
0.800613809,48,17,1,0.308885133,13606,13,0,2,0,0,No
0.585133418,29,3,1,0.320271891,2500,3,1,0,0,0,No
0.023803717,37,10,0,2686,6670.221237,10,0,2,0,1,No
0.013945429,53,17,0,0.00768935,2600,4,0,0,0,1,No
