customer,age,occupation,regionType,marriageStatus,children,income,numHandsets,handsetAge,hacked-handsetAge,smartPhone,currentHandsetPrice,creditRating,homeOwner,creditCard,avgBill,avgMins,avgrecurringCharge,avgOverBundleMins,hacked-avgOverBundleMins,avgRoamCalls,callMinutesChangePct,hacked-callMinutesChangePct,billAmountChangePct,hacked-billAmountChangePct,avgReceivedMins,avgOutCalls,avgInCalls,peakOffPeakRatio,peakOffPeakRatioChangePct,avgDroppedCalls,hacked-avgDroppedCalls,lifeTime,lastMonthCustomerCareCalls,numRetentionCalls,numRetentionOffersAccepted,newFrequentNumbers,churn
1000636,56,,suburban,no,TRUE,9,14,39,403,TRUE,9.99,C,FALSE,TRUE,101.17,984.5,84.99,86.5,0,0,-14.73,-2.171235461,-0.4508,11.62330449,257.44,24.67,27.67,3.188478261,0.290122716,33.67,0,49,0.67,1,1,0,FALSE
1000652,40,clerical,suburban,yes,TRUE,7,8,162,584,TRUE,9.99,A,FALSE,TRUE,559.79,6336.25,75,4320.75,0,0,2.715,-0.680871528,1.9452,0.24059684,807.76,285,36,8.603580247,2.794422755,88.33,0,51,0,0,0,0,FALSE
1000662,0,,suburban,unknown,FALSE,0,2,620,1093,TRUE,29.99,A,TRUE,FALSE,75.73,410.75,50,0,0,6.91,1.845,-0.164465541,0.2706,0.684135692,20.95,8,0,2.965429588,-11.70038701,9.33,0,49,0,0,0,0,FALSE
1000675,48,,,unknown,FALSE,1,6,664,850,TRUE,29.99,A,FALSE,TRUE,62.13,764.75,50,121.25,0,0,2.185,3.152076443,0.0776,1.314603604,270.05,27.67,94.33,5.41750565,-5.004561757,51,0,49,2.67,0,0,2,FALSE
1000711,50,,suburban,yes,TRUE,6,1,1476,378,FALSE,0,E,FALSE,TRUE,59.99,63.25,59.99,0,0,0,-0.025,-1.053152791,0,6.80791565,4.86,4.67,0.67,1.904162633,-4.13888127,1.67,0,49,1,0,0,0,FALSE
1000749,54,professional,suburban,yes,TRUE,9,2,369,477,TRUE,29.99,A,FALSE,TRUE,33.6,172.5,39.99,0,39.1959665,0.39,1.41,-1.356797098,-0.0326,9.53619847,4.67,0,0,4.774897681,-3.955586105,4,0,52,0,0,0,2,FALSE
1000787,48,professional,town,yes,FALSE,7,1,1463,1020,FALSE,0,A,FALSE,TRUE,95.1,817.75,30,150.75,0,0,11.945,-0.316071774,0.807,-7.282311493,167.79,29,2.33,1.168110694,6.67384743,3.67,0,48,0,0,0,1,FALSE
1000807,52,,suburban,no,TRUE,9,3,505,923,TRUE,9.99,A,FALSE,TRUE,91.15,1072.5,75,0,0,8.75,0.49,1.896545071,-0.2636,-3.614129317,320.67,33.67,7.33,1.90937598,-0.550941863,19,0,48,0,0,0,0,FALSE
1000828,42,,,unknown,FALSE,4,2,461,1056,TRUE,29.99,E,FALSE,TRUE,75.57,444,40.07,86,0,0,-0.14,1.335808822,-0.672,4.744211908,141.05,18,1,1.06779661,0.316114296,5,0,50,0,0,0,0,FALSE
1000842,0,,,unknown,FALSE,0,4,60,734,TRUE,79.99,A,TRUE,FALSE,64.96,410.75,21.61,77.75,0,0,-6.935,0.195954234,-1.4342,4.632536552,273,19.67,14,1.915643873,-9.311075944,9.33,0,50,3,0,0,0,FALSE
1000859,48,professional,town,yes,FALSE,9,5,152,475,TRUE,149.99,A,FALSE,TRUE,60.48,514.5,50,20,0,3.78,-2.33,-4.554576047,-0.0224,3.51541172,228.79,16.67,7,14.34159061,-15.6881413,6,0,46,0,0,0,0,FALSE
1000895,0,,,unknown,FALSE,0,3,685,1164,FALSE,29.99,A,TRUE,FALSE,37.26,133.5,44.99,0,0,0.29,-1.39,1.399655845,0.0098,-1.779326129,2.33,11.33,0.67,1.973164957,-17.94435459,3,0,47,0,0,0,0,FALSE
1000905,52,,rural,no,TRUE,6,3,409,296,TRUE,29.99,C,FALSE,TRUE,10,0,10,0,0,0,0,-1.506076716,0,3.1145886,0,0,0,0,-10.19795425,0,0,49,0,0,0,0,FALSE
1000929,26,,,no,FALSE,3,8,91,1302,TRUE,199.99,C,TRUE,FALSE,218.86,1428,119.99,234.5,0,4.28,8.7,2.613367369,0.2174,8.004558015,169.55,230,20,2.88934787,-5.000635528,38.67,0,49,0,0,0,0,FALSE
1000959,40,,suburban,yes,FALSE,9,6,341,963,TRUE,9.99,A,FALSE,TRUE,120.04,1285.25,84.99,163.75,0,0,-6.445,-2.099501258,-0.836,-3.533844878,257.34,154.67,51,4.08621992,-4.163124332,74.67,0,45,1,0,0,0,FALSE
1000971,52,,suburban,yes,FALSE,6,2,411,1309,TRUE,29.99,A,FALSE,TRUE,35.24,892.5,44.99,0,0,0,0.03,0.885244204,-0.005,5.232935616,208.82,8.33,2,1.016983627,-15.16025063,13.33,0,49,3,0,0,2,FALSE
1000983,42,self-employed,,no,FALSE,9,2,227,687,TRUE,29.99,A,FALSE,TRUE,66.46,439,69.99,8.75,70.47166937,0,-4.12,-0.33795516,-0.0502,0.527515363,26.09,14.67,0,1.233172703,-10.46702617,7.33,0,47,0,0,0,0,FALSE
1000995,56,,,yes,FALSE,6,1,1356,567,FALSE,0,A,FALSE,TRUE,31.58,121.5,16.99,39.5,0,0,1.49,1.221460216,0.4594,-2.691474765,0.28,0,0,1.999210734,-8.942896485,3.33,0,45,0,0,0,0,FALSE
1001009,44,professional,,yes,TRUE,9,3,80,896,TRUE,9.99,A,FALSE,TRUE,10.7,111.25,9.71,0,0,0,0.235,0.330505042,0.0256,11.08837913,40.95,7,10.67,16.02145923,-17.57165664,0,1.853816415,51,0,0,0,0,FALSE
1001022,36,professional,town,yes,TRUE,7,5,111,52,TRUE,29.99,C,FALSE,TRUE,34.19,280.5,35.99,0,0,0,-0.13,3.51041299,0,0.456882609,87.02,8,0.67,10.18555556,5.710178718,2,0,50,0,0,0,0,FALSE
1001041,0,,,unknown,FALSE,0,21,318,620,TRUE,29.99,B,TRUE,FALSE,35.24,421,44.99,0,0,0,2.22,-2.783880232,0.0148,3.466000219,18.49,27.33,3.33,1.113952084,-18.16206975,11,0,46,6.67,0,0,3,FALSE
1001058,30,,suburban,no,FALSE,8,3,781,224,TRUE,29.99,A,TRUE,TRUE,28.89,181,14.99,0,0,2.45,-1.26,-0.291357809,-0.223,-0.735356168,40.45,6,0,1.414045355,12.13424986,2.33,0,50,0,0,0,0,FALSE
1001067,0,,,unknown,FALSE,7,5,336,233,TRUE,39.99,A,FALSE,TRUE,160.95,1368.25,77.49,263.75,0,0,-1.565,0.574181204,-0.3018,8.590639488,446.33,91,73.33,2.809352757,5.988636092,14,0,44,2.67,0,0,0,FALSE
1001094,58,,,unknown,FALSE,8,3,78,1109,TRUE,29.99,A,FALSE,TRUE,63.13,1070,45,72.5,64.44702997,0,2.76,-0.482938309,0.3826,7.997950627,279.1,89.67,2.67,11.4207858,-16.84691844,19,0,48,0.33,0,0,0,FALSE
1001108,0,,suburban,no,TRUE,7,2,268,836,TRUE,29.99,A,TRUE,TRUE,30.25,206.5,30,0,0,0,0.61,-2.63855096,0.0148,0.084046562,7.93,14.33,6,0.9666,2.879132999,1.33,0,48,0,0,0,0,FALSE
1001123,52,professional,suburban,yes,TRUE,7,3,388,996,TRUE,29.99,A,FALSE,TRUE,46.99,336.25,24.99,56.75,0,0,4.275,-0.798762283,1.0252,1.495103593,145.87,18.33,16.67,1.284634146,5.559370626,11,0,48,0.33,0,0,0,FALSE
1001157,44,,suburban,yes,FALSE,6,2,15,580,FALSE,29.99,A,FALSE,TRUE,124.2,432.75,45.25,134.25,0,0.1,-4.175,-0.759851073,1.4332,0.597157048,159.9,28,0.33,3.677182117,-4.267076709,5.67,0,50,1.33,0,0,0,FALSE
1001176,42,,town,yes,TRUE,9,2,399,52,TRUE,29.99,A,FALSE,TRUE,75.91,281.25,84.99,0,0,0,0.795,0.584794931,-0.0184,2.464096127,5.4,30,3.67,5.435801312,-4.80252694,2.33,0,44,0.33,0,0,1,FALSE
1001200,46,self-employed,,yes,TRUE,9,3,311,1010,TRUE,149.99,A,FALSE,TRUE,51.24,437.75,50,0,0,0,-1.315,4.23654447,-0.005,-2.996116474,46.16,23,0.33,3.351944444,10.91440161,5.33,0,49,0,0,0,0,FALSE
1001210,42,,,no,FALSE,5,2,178,1174,TRUE,29.99,C,FALSE,TRUE,40.05,553.25,44.99,0,0,4.25,4.715,2.334975957,0.08,9.518429017,185.83,41,12.67,0.344112587,13.68597389,2.33,1.125355052,43,0,0,0,0,FALSE
1001219,26,,suburban,unknown,FALSE,7,5,171,544,TRUE,99.99,A,FALSE,TRUE,36.89,340.75,44.99,4.75,0,0,0.985,2.241719893,0.066,2.330639543,0,0,0,0,-6.740617929,0,0,49,0,0,0,0,FALSE
1001231,0,,,unknown,FALSE,0,3,636,1109,TRUE,29.99,A,TRUE,FALSE,78.72,943.75,75,0,0,1.51,-0.375,-2.048249641,-0.0714,-7.32838811,127.32,27.67,20.33,4.691056911,-4.64377622,29,0,45,0,0,0,0,FALSE
1001256,48,,rural,yes,TRUE,5,3,348,547,TRUE,59.99,A,FALSE,TRUE,94.2,957,50.03,137.5,0,0,-2.72,0.386873004,-0.5726,1.312544063,298.43,22,0.67,0.995786164,2.857143283,24.33,0,47,9,0,0,0,FALSE
1001276,0,,suburban,unknown,FALSE,0,1,1375,931,FALSE,0,A,TRUE,FALSE,19.95,10.25,19.95,0,0,0,0.115,0.457640714,0,-0.500426851,0.46,0.67,0,2.255639098,2.653849163,0.33,0,45,0,0,0,0,FALSE
1001288,0,,suburban,unknown,FALSE,0,8,293,688,TRUE,79.99,A,TRUE,FALSE,159.53,1617.75,154.99,0,0,0,-6.575,-2.625320576,-0.0868,1.006559996,320.49,47.67,30.33,4.537338574,-8.366652745,17.33,0,45,0.33,0,0,0,FALSE
1001306,54,professional,suburban,yes,TRUE,9,1,1479,543,FALSE,0,A,FALSE,TRUE,31.24,46,30,0,0,0,-0.04,-1.188824155,-0.005,5.152903378,0,0.67,0,1.070663812,4.843270586,0,0,49,0,0,0,0,FALSE
1001317,46,,,yes,FALSE,5,2,598,749,TRUE,29.99,A,FALSE,TRUE,35.74,48.25,32.49,0,0,0,-0.185,1.703783019,0,-2.346308582,2.2,2.67,0,1.713062099,-1.776012986,1,0,49,0,0,0,0,FALSE
1001331,54,,,no,FALSE,6,5,191,650,TRUE,99.99,A,FALSE,TRUE,51.93,434.25,50.01,0,0,1.68,-1.285,-2.948399348,0.1966,-2.922699199,148.13,12.67,6,3.911687065,0.352619685,4.67,0,45,0,0,0,0,FALSE
1001339,0,,,unknown,FALSE,0,8,174,1294,TRUE,29.99,D,TRUE,FALSE,76.59,904.25,75,0,95.0003756,0.91,0.835,0.842335434,-0.0112,-2.048238898,257.02,68,69.33,1.832903368,-19.74466069,24,0,43,0,0,0,0,FALSE
1001363,46,,town,yes,TRUE,8,2,338,549,TRUE,29.99,A,FALSE,TRUE,30.27,44.75,30,0,0,0,-0.075,-2.179172392,-0.0054,-0.455435356,3.57,5,2,2.116402116,-13.83415153,1,2.073832768,43,0,0,0,2,FALSE
1001381,22,,,no,TRUE,7,2,203,834,FALSE,29.99,A,FALSE,TRUE,30.52,78.5,30,0,0,0,0.41,-2.494868291,-0.0104,4.855031691,18.69,4,2.67,11.665,3.596855218,0.67,3.818059703,43,0,0,0,0,FALSE
1001406,48,,,no,FALSE,6,13,62,1014,TRUE,29.99,C,FALSE,FALSE,45.95,802,37.99,11.5,0,0,-3.12,-4.80426385,-0.0942,3.516829933,236.72,23.33,73.33,1.781119403,12.80156863,7,0,47,4,0,0,0,FALSE
1001415,44,professional,,unknown,FALSE,5,3,837,1058,TRUE,29.99,C,FALSE,TRUE,55.26,269,50,0,0,1.27,-0.9,-1.557998182,0.0108,3.177707102,31.83,55.67,1,7.259444444,-0.568955243,3,1.790242906,47,0,0,0,0,FALSE
1001476,0,,,unknown,FALSE,0,6,139,52,TRUE,199.99,C,TRUE,FALSE,179.63,1008,70.23,285.25,37.10287627,15.96,1.56,0.314060841,0.7164,-0.404882674,243.38,37.67,6.67,2.294955752,-2.396560558,15.33,0,43,3,0,0,0,FALSE
1001487,48,,suburban,yes,TRUE,6,2,809,1278,FALSE,29.99,C,FALSE,TRUE,61.74,186,61.44,0,0,0.59,-0.86,4.663134357,-0.0276,4.707153022,25.9,12,8.33,3.157063931,-2.835839024,0,0,47,0,0,0,0,FALSE
1001512,38,,town,no,FALSE,8,3,392,52,TRUE,149.99,C,FALSE,TRUE,148.95,1515.75,104.99,154.75,0,0,9.665,-3.413945468,1.1518,4.559670418,496.49,59.33,11.67,1.706555263,-1.231429005,18,0,45,0,0,0,0,FALSE
1001527,38,,suburban,yes,TRUE,9,2,656,852,TRUE,29.99,A,FALSE,TRUE,55.58,389.5,30,70.25,0,0,0.65,-1.664404978,0.2432,-9.447096449,68.49,3,0.33,4.055555556,2.829465355,3,0,45,2.33,0,0,0,FALSE
1001551,0,,,unknown,FALSE,0,2,136,1440,TRUE,29.99,A,TRUE,FALSE,34.59,380.25,44.99,4.5,0,0,-1.125,-0.57746414,-0.027,-1.881359828,66.73,47.67,1.33,0.390625,3.287688607,6.33,0,45,0.33,0,0,0,FALSE
1001569,46,,,unknown,FALSE,6,3,202,1398,TRUE,29.99,A,FALSE,TRUE,36.67,925,44.99,2.75,0,1.48,3.1,-0.33963892,0.0494,-0.250355278,79.78,0,0,0.578702695,20.00737543,15.33,0,45,8,0,0,0,FALSE
1001587,50,,suburban,yes,TRUE,7,7,45,954,TRUE,199.99,A,FALSE,TRUE,59.23,599.5,59.99,0,0,0.49,8.49,0.116988437,-0.1848,-1.301527357,145.43,29,29.33,0.628913396,-10.44128491,13,0,45,0,1,1,0,FALSE
1001603,30,,,yes,FALSE,7,6,334,1237,TRUE,9.99,C,TRUE,FALSE,36.51,1226,35.99,0,0,0.2,0.12,-0.433267419,-0.0104,2.319606052,352.34,55.67,14.67,0.519824687,10.37622824,16,0,42,6.67,0,0,0,FALSE
1001636,0,,town,unknown,FALSE,0,2,32,1432,TRUE,29.99,F,TRUE,FALSE,35.39,319.25,30,12.5,0,0,3.295,3.278267569,0.2422,4.479507935,100.76,9.33,4.67,0.738398991,-16.14497346,2.67,0,42,0,0,0,0,FALSE
1001646,46,self-employed,suburban,yes,FALSE,6,1,1347,1298,FALSE,0,A,FALSE,TRUE,48.93,517,37.5,43.75,0,0,-3.44,1.130491942,-0.9786,-6.634121298,33.42,20.67,0.33,2.893477162,-11.94159498,5,0,44,0,1,0,0,FALSE
1001667,0,,town,unknown,FALSE,0,3,579,209,TRUE,59.99,C,TRUE,FALSE,61.41,601.25,48.83,57.75,0,0,-3.685,4.073622615,-0.17,4.361616197,49.69,38.67,6,2.614098993,4.406705679,15,0,44,0.33,0,0,0,FALSE
1001692,38,,town,unknown,FALSE,6,3,543,851,TRUE,29.99,A,FALSE,no,161.49,1958.5,159.99,0,66.36576667,0,-2.29,-1.260000632,-0.0518,3.819670431,181.46,189.67,13,3.52258896,-4.708734754,21.67,0,42,0,0,0,1,FALSE
1001706,36,,,no,FALSE,6,7,105,52,TRUE,0,A,TRUE,FALSE,40.78,372.25,35.99,12.75,83.60882207,0,-2.985,-0.67384088,-0.0562,-8.623652412,37.95,17.67,0,6.248807089,-0.034761881,21.33,0,46,0.33,0,0,0,FALSE
1001717,34,,,no,FALSE,4,5,185,700,TRUE,9.99,A,FALSE,TRUE,139.58,3098.5,75,248.75,0,0,-0.71,0.232927128,-0.4416,3.770498296,1135.88,71.33,65,0.981755154,14.27636423,48,0,42,12.33,0,0,3,FALSE
1001728,20,,suburban,unknown,FALSE,5,3,673,217,TRUE,29.99,G,FALSE,TRUE,63.37,951,85,0,0,0,3.66,0.45712435,0.3118,2.267772201,208.28,180,40.67,0.941709089,3.748489333,10.67,0,48,0,0,0,0,FALSE
1001737,0,,,unknown,FALSE,0,6,30,1182,TRUE,129.99,D,TRUE,FALSE,79.29,1230.5,77.96,0.5,0,0,6.07,-3.368102301,0.0588,0.466381275,379.24,82.33,46.67,2.319656844,-2.450911877,17.67,0,48,2,0,0,0,FALSE
1001762,52,professional,,no,FALSE,5,1,1379,1021,FALSE,0,A,FALSE,TRUE,50.5,230.75,50,0,0,0,-0.975,-0.366207654,0.0098,5.968888957,4.14,13,0.33,2.185185185,2.050323621,1.67,0,46,0,0,0,0,FALSE
1001781,62,,,yes,FALSE,4,2,479,506,TRUE,29.99,C,TRUE,FALSE,55.23,498.75,57.92,0,0,0,3.425,0.138948316,0.0148,-2.706326903,287.24,34.67,3,13.582297,9.160161766,13.67,0,44,0,0,0,0,FALSE
1001810,32,,,unknown,FALSE,0,4,584,703,TRUE,9.99,C,TRUE,TRUE,54.09,528.5,50,12.25,0,0.42,-0.59,1.095549678,-0.0818,1.048674799,130.09,56,17.67,3.949924455,-6.842721997,4.67,0,46,0,0,0,0,FALSE
1001823,28,self-employed,,no,FALSE,5,6,165,52,TRUE,199.99,A,FALSE,TRUE,50.09,1600,54.99,0,0,0.1,3.68,0.016092754,0.0058,-2.063075224,0,0,0,0,8.280470315,0,0,48,0,1,0,0,FALSE
1001846,32,,,yes,FALSE,6,3,6,1171,TRUE,0,A,FALSE,TRUE,30.04,29,29.99,0,37.04672725,0,0.72,-1.630035005,0.003,-4.114135035,0.15,0.67,0,1.16625,17.12170946,0.67,0,47,0,0,0,0,FALSE
1001867,44,,town,yes,FALSE,5,2,657,494,TRUE,29.99,C,FALSE,TRUE,46.18,504.75,49.99,4.25,0,0,-0.635,-1.254687731,-0.0192,-5.265290037,94.98,16.67,19,2.074288031,1.686364532,23.33,0,47,11.33,0,0,0,FALSE
1001884,42,,suburban,unknown,FALSE,4,4,247,1182,TRUE,149.99,C,FALSE,TRUE,60.94,567.75,59.99,26.25,0,0,-0.335,0.573777621,-0.211,-3.500451491,150.34,16,9,2.610758091,-15.11189013,8.67,0,41,0.33,0,0,0,FALSE
1001904,24,,town,unknown,FALSE,6,4,433,679,TRUE,29.99,D,FALSE,TRUE,30.25,113,29.99,0,0,0.26,0.14,-0.852647497,0.0076,0.297785512,56.21,7.67,12,2.676399027,1.707608663,0,0,43,0,0,0,0,FALSE
1001937,50,,,no,TRUE,6,3,641,989,TRUE,9.99,A,FALSE,TRUE,36.37,342.25,34.19,5.5,0,0,2.935,1.951368397,0.3622,-1.48161291,161.3,11,6,2.69175,2.893431394,3.67,0,43,0.33,0,0,3,FALSE
1001954,50,,town,no,FALSE,4,2,548,360,TRUE,29.99,E,FALSE,FALSE,61.04,337.75,39.1,38,0,0.42,-5.955,2.658325965,-0.421,-9.226463321,92.4,30,6.33,3.615974887,-16.52142139,3,0,45,0.67,0,0,0,FALSE
1001987,0,,,unknown,FALSE,0,2,490,749,TRUE,29.99,C,TRUE,FALSE,66.75,489.25,67.7,11,0,0,-0.925,1.600573316,0.1648,4.29561704,130,65,25,2.604739098,-4.881308404,14,0,41,2.67,0,0,2,FALSE
1002002,0,,,unknown,FALSE,0,3,589,898,TRUE,9.99,C,TRUE,FALSE,66.08,397.75,34.98,92.75,63.04723728,0.88,-2.795,1.565747139,-0.3958,1.529412464,97.5,70,3.67,1.493150685,7.624128483,5.67,0,45,0,0,0,0,FALSE
1002023,0,,suburban,unknown,FALSE,0,13,128,1286,TRUE,399.99,B,TRUE,FALSE,137.76,2466.5,79.99,81.25,0,0,-18.69,-2.045964331,-0.7316,2.301682983,541.32,119,131,1.261904762,-8.294076778,14,0,42,0,0,0,2,FALSE
1002037,34,professional,town,yes,FALSE,9,1,1228,535,FALSE,0,A,FALSE,TRUE,28.67,33,19.99,4.25,0,6.82,-0.5,2.061289517,-0.1734,-2.054251769,0.25,2,0,1.498127341,14.18016146,0.67,2.09457289,40,0,0,0,0,FALSE
1002046,0,,town,unknown,FALSE,0,5,117,537,TRUE,79.99,A,TRUE,FALSE,86.66,1254.25,84.12,18.25,0,0,-6.725,-0.854318323,-0.5408,-3.519477523,454.92,90.67,13.33,3.40587729,0.462542964,9,0,46,0.67,2,0,0,FALSE
1002054,42,,rural,yes,TRUE,8,4,509,932,TRUE,29.99,D,FALSE,TRUE,76.78,717.25,75,0,0,0.29,-1.725,0.056768485,0.004,3.02762783,237.4,35,0,2.363636364,17.08730553,11.33,0,42,0,0,0,0,FALSE
1002066,26,,,unknown,FALSE,6,1,1223,988,FALSE,0,A,FALSE,TRUE,81.52,588.5,70.23,76.75,0,0,-0.51,-1.113444206,-0.5826,1.180337723,98.54,46,7,2.51564899,-5.624607384,10.33,0,40,1,0,0,0,FALSE
