customer,age,occupation,regionType,marriageStatus,children,income,numHandsets,handsetAge,smartPhone,currentHandsetPrice,creditRating,homeOwner,creditCard,avgBill,avgMins,avgrecurringCharge,avgOverBundleMins,avgRoamCalls,callMinutesChangePct,billAmountChangePct,avgReceivedMins,avgOutCalls,avgInCalls,peakOffPeakRatio,peakOffPeakRatioChangePct,avgDroppedCalls,lifeTime,lastMonthCustomerCareCalls,numRetentionCalls,numRetentionOffersAccepted,newFrequentNumbers,churn
1000842,0,,,unknown,FALSE,0,4,734,TRUE,79.99,A,TRUE,FALSE,64.96,410.75,21.61,0,0,0.195954234,4.632536552,273,19.67,14,1.915643873,-9.311075944,0,50,3,0,0,0,FALSE
1000859,48,professional,town,yes,FALSE,9,5,475,TRUE,149.99,A,FALSE,TRUE,60.48,514.5,50,0,3.78,-4.554576047,3.51541172,228.79,16.67,7,14.34159061,-15.6881413,0,46,0,0,0,0,FALSE
1000895,0,,,unknown,FALSE,0,3,1164,FALSE,29.99,A,TRUE,FALSE,37.26,133.5,44.99,0,0.29,1.399655845,-1.779326129,2.33,11.33,0.67,1.973164957,-17.94435459,0,47,0,0,0,0,FALSE
1000905,52,,rural,no,TRUE,6,3,296,TRUE,29.99,C,FALSE,TRUE,10,0,10,0,0,-1.506076716,3.1145886,0,0,0,0,-10.19795425,0,49,0,0,0,0,FALSE
1000929,26,,,no,FALSE,3,8,1302,TRUE,199.99,C,TRUE,FALSE,218.86,1428,119.99,0,4.28,2.613367369,8.004558015,169.55,230,20,2.88934787,-5.000635528,0,49,0,0,0,0,FALSE
1000959,40,,suburban,yes,FALSE,9,6,963,TRUE,9.99,A,FALSE,TRUE,120.04,1285.25,84.99,0,0,-2.099501258,-3.533844878,257.34,154.67,51,4.08621992,-4.163124332,0,45,1,0,0,0,FALSE
1000971,52,,suburban,yes,FALSE,6,2,1309,TRUE,29.99,A,FALSE,TRUE,35.24,892.5,44.99,0,0,0.885244204,5.232935616,208.82,8.33,2,1.016983627,-15.16025063,0,49,3,0,0,2,FALSE
1000983,42,self-employed,,no,FALSE,9,2,687,TRUE,29.99,A,FALSE,TRUE,66.46,439,69.99,70.47166937,0,-0.33795516,0.527515363,26.09,14.67,0,1.233172703,-10.46702617,0,47,0,0,0,0,FALSE
1000995,56,,,yes,FALSE,6,1,567,FALSE,0,A,FALSE,TRUE,31.58,121.5,16.99,0,0,1.221460216,-2.691474765,0.28,0,0,1.999210734,-8.942896485,0,45,0,0,0,0,FALSE
1001009,44,professional,,yes,TRUE,9,3,896,TRUE,9.99,A,FALSE,TRUE,10.7,111.25,9.71,0,0,0.330505042,11.08837913,40.95,7,10.67,16.02145923,-17.57165664,1.853816415,51,0,0,0,0,FALSE
1001022,36,professional,town,yes,TRUE,7,5,52,TRUE,29.99,C,FALSE,TRUE,34.19,280.5,35.99,0,0,3.51041299,0.456882609,87.02,8,0.67,10.18555556,5.710178718,0,50,0,0,0,0,FALSE
1001041,0,,,unknown,FALSE,0,21,620,TRUE,29.99,B,TRUE,FALSE,35.24,421,44.99,0,0,-2.783880232,3.466000219,18.49,27.33,3.33,1.113952084,-18.16206975,0,46,6.67,0,0,3,FALSE
1001058,30,,suburban,no,FALSE,8,3,224,TRUE,29.99,A,TRUE,TRUE,28.89,181,14.99,0,2.45,-0.291357809,-0.735356168,40.45,6,0,1.414045355,12.13424986,0,50,0,0,0,0,FALSE
1001067,0,,,unknown,FALSE,7,5,233,TRUE,39.99,A,FALSE,TRUE,160.95,1368.25,77.49,0,0,0.574181204,8.590639488,446.33,91,73.33,2.809352757,5.988636092,0,44,2.67,0,0,0,FALSE
1001094,58,,,unknown,FALSE,8,3,1109,TRUE,29.99,A,FALSE,TRUE,63.13,1070,45,64.44702997,0,-0.482938309,7.997950627,279.1,89.67,2.67,11.4207858,-16.84691844,0,48,0.33,0,0,0,FALSE
1001108,0,,suburban,no,TRUE,7,2,836,TRUE,29.99,A,TRUE,TRUE,30.25,206.5,30,0,0,-2.63855096,0.084046562,7.93,14.33,6,0.9666,2.879132999,0,48,0,0,0,0,FALSE
1001123,52,professional,suburban,yes,TRUE,7,3,996,TRUE,29.99,A,FALSE,TRUE,46.99,336.25,24.99,0,0,-0.798762283,1.495103593,145.87,18.33,16.67,1.284634146,5.559370626,0,48,0.33,0,0,0,FALSE
1001157,44,,suburban,yes,FALSE,6,2,580,FALSE,29.99,A,FALSE,TRUE,124.2,432.75,45.25,0,0.1,-0.759851073,0.597157048,159.9,28,0.33,3.677182117,-4.267076709,0,50,1.33,0,0,0,FALSE
1001176,42,,town,yes,TRUE,9,2,52,TRUE,29.99,A,FALSE,TRUE,75.91,281.25,84.99,0,0,0.584794931,2.464096127,5.4,30,3.67,5.435801312,-4.80252694,0,44,0.33,0,0,1,FALSE
1001200,46,self-employed,,yes,TRUE,9,3,1010,TRUE,149.99,A,FALSE,TRUE,51.24,437.75,50,0,0,4.23654447,-2.996116474,46.16,23,0.33,3.351944444,10.91440161,0,49,0,0,0,0,FALSE
1001210,42,,,no,FALSE,5,2,1174,TRUE,29.99,C,FALSE,TRUE,40.05,553.25,44.99,0,4.25,2.334975957,9.518429017,185.83,41,12.67,0.344112587,13.68597389,1.125355052,43,0,0,0,0,FALSE
1001219,26,,suburban,unknown,FALSE,7,5,544,TRUE,99.99,A,FALSE,TRUE,36.89,340.75,44.99,0,0,2.241719893,2.330639543,0,0,0,0,-6.740617929,0,49,0,0,0,0,FALSE
1001231,0,,,unknown,FALSE,0,3,1109,TRUE,29.99,A,TRUE,FALSE,78.72,943.75,75,0,1.51,-2.048249641,-7.32838811,127.32,27.67,20.33,4.691056911,-4.64377622,0,45,0,0,0,0,FALSE
1001256,48,,rural,yes,TRUE,5,3,547,TRUE,59.99,A,FALSE,TRUE,94.2,957,50.03,0,0,0.386873004,1.312544063,298.43,22,0.67,0.995786164,2.857143283,0,47,9,0,0,0,FALSE
1001276,0,,suburban,unknown,FALSE,0,1,931,FALSE,0,A,TRUE,FALSE,19.95,10.25,19.95,0,0,0.457640714,-0.500426851,0.46,0.67,0,2.255639098,2.653849163,0,45,0,0,0,0,FALSE
1001288,0,,suburban,unknown,FALSE,0,8,688,TRUE,79.99,A,TRUE,FALSE,159.53,1617.75,154.99,0,0,-2.625320576,1.006559996,320.49,47.67,30.33,4.537338574,-8.366652745,0,45,0.33,0,0,0,FALSE
1001306,54,professional,suburban,yes,TRUE,9,1,543,FALSE,0,A,FALSE,TRUE,31.24,46,30,0,0,-1.188824155,5.152903378,0,0.67,0,1.070663812,4.843270586,0,49,0,0,0,0,FALSE
1001317,46,,,yes,FALSE,5,2,749,TRUE,29.99,A,FALSE,TRUE,35.74,48.25,32.49,0,0,1.703783019,-2.346308582,2.2,2.67,0,1.713062099,-1.776012986,0,49,0,0,0,0,FALSE
1001331,54,,,no,FALSE,6,5,650,TRUE,99.99,A,FALSE,TRUE,51.93,434.25,50.01,0,1.68,-2.948399348,-2.922699199,148.13,12.67,6,3.911687065,0.352619685,0,45,0,0,0,0,FALSE
1001339,0,,,unknown,FALSE,0,8,1294,TRUE,29.99,D,TRUE,FALSE,76.59,904.25,75,95.0003756,0.91,0.842335434,-2.048238898,257.02,68,69.33,1.832903368,-19.74466069,0,43,0,0,0,0,FALSE
1001363,46,,town,yes,TRUE,8,2,549,TRUE,29.99,A,FALSE,TRUE,30.27,44.75,30,0,0,-2.179172392,-0.455435356,3.57,5,2,2.116402116,-13.83415153,2.073832768,43,0,0,0,2,FALSE
1001381,22,,,no,TRUE,7,2,834,FALSE,29.99,A,FALSE,TRUE,30.52,78.5,30,0,0,-2.494868291,4.855031691,18.69,4,2.67,11.665,3.596855218,3.818059703,43,0,0,0,0,FALSE
1001406,48,,,no,FALSE,6,13,1014,TRUE,29.99,C,FALSE,FALSE,45.95,802,37.99,0,0,-4.80426385,3.516829933,236.72,23.33,73.33,1.781119403,12.80156863,0,47,4,0,0,0,FALSE
1001415,44,professional,,unknown,FALSE,5,3,1058,TRUE,29.99,C,FALSE,TRUE,55.26,269,50,0,1.27,-1.557998182,3.177707102,31.83,55.67,1,7.259444444,-0.568955243,1.790242906,47,0,0,0,0,FALSE
1001476,0,,,unknown,FALSE,0,6,52,TRUE,199.99,C,TRUE,FALSE,179.63,1008,70.23,37.10287627,15.96,0.314060841,-0.404882674,243.38,37.67,6.67,2.294955752,-2.396560558,0,43,3,0,0,0,FALSE
1001487,48,,suburban,yes,TRUE,6,2,1278,FALSE,29.99,C,FALSE,TRUE,61.74,186,61.44,0,0.59,4.663134357,4.707153022,25.9,12,8.33,3.157063931,-2.835839024,0,47,0,0,0,0,FALSE
1001512,38,,town,no,FALSE,8,3,52,TRUE,149.99,C,FALSE,TRUE,148.95,1515.75,104.99,0,0,-3.413945468,4.559670418,496.49,59.33,11.67,1.706555263,-1.231429005,0,45,0,0,0,0,FALSE
1001527,38,,suburban,yes,TRUE,9,2,852,TRUE,29.99,A,FALSE,TRUE,55.58,389.5,30,0,0,-1.664404978,-9.447096449,68.49,3,0.33,4.055555556,2.829465355,0,45,2.33,0,0,0,FALSE
1001551,0,,,unknown,FALSE,0,2,1440,TRUE,29.99,A,TRUE,FALSE,34.59,380.25,44.99,0,0,-0.57746414,-1.881359828,66.73,47.67,1.33,0.390625,3.287688607,0,45,0.33,0,0,0,FALSE
1001569,46,,,unknown,FALSE,6,3,1398,TRUE,29.99,A,FALSE,TRUE,36.67,925,44.99,0,1.48,-0.33963892,-0.250355278,79.78,0,0,0.578702695,20.00737543,0,45,8,0,0,0,FALSE
1001587,50,,suburban,yes,TRUE,7,7,954,TRUE,199.99,A,FALSE,TRUE,59.23,599.5,59.99,0,0.49,0.116988437,-1.301527357,145.43,29,29.33,0.628913396,-10.44128491,0,45,0,1,1,0,FALSE
1001603,30,,,yes,FALSE,7,6,1237,TRUE,9.99,C,TRUE,FALSE,36.51,1226,35.99,0,0.2,-0.433267419,2.319606052,352.34,55.67,14.67,0.519824687,10.37622824,0,42,6.67,0,0,0,FALSE
1001636,0,,town,unknown,FALSE,0,2,1432,TRUE,29.99,F,TRUE,FALSE,35.39,319.25,30,0,0,3.278267569,4.479507935,100.76,9.33,4.67,0.738398991,-16.14497346,0,42,0,0,0,0,FALSE
1001646,46,self-employed,suburban,yes,FALSE,6,1,1298,FALSE,0,A,FALSE,TRUE,48.93,517,37.5,0,0,1.130491942,-6.634121298,33.42,20.67,0.33,2.893477162,-11.94159498,0,44,0,1,0,0,FALSE
1001667,0,,town,unknown,FALSE,0,3,209,TRUE,59.99,C,TRUE,FALSE,61.41,601.25,48.83,0,0,4.073622615,4.361616197,49.69,38.67,6,2.614098993,4.406705679,0,44,0.33,0,0,0,FALSE
1001692,38,,town,unknown,FALSE,6,3,851,TRUE,29.99,A,FALSE,no,161.49,1958.5,159.99,66.36576667,0,-1.260000632,3.819670431,181.46,189.67,13,3.52258896,-4.708734754,0,42,0,0,0,1,FALSE
1001706,36,,,no,FALSE,6,7,52,TRUE,0,A,TRUE,FALSE,40.78,372.25,35.99,83.60882207,0,-0.67384088,-8.623652412,37.95,17.67,0,6.248807089,-0.034761881,0,46,0.33,0,0,0,FALSE
1001717,34,,,no,FALSE,4,5,700,TRUE,9.99,A,FALSE,TRUE,139.58,3098.5,75,0,0,0.232927128,3.770498296,1135.88,71.33,65,0.981755154,14.27636423,0,42,12.33,0,0,3,FALSE
1001728,20,,suburban,unknown,FALSE,5,3,217,TRUE,29.99,G,FALSE,TRUE,63.37,951,85,0,0,0.45712435,2.267772201,208.28,180,40.67,0.941709089,3.748489333,0,48,0,0,0,0,FALSE
1001737,0,,,unknown,FALSE,0,6,1182,TRUE,129.99,D,TRUE,FALSE,79.29,1230.5,77.96,0,0,-3.368102301,0.466381275,379.24,82.33,46.67,2.319656844,-2.450911877,0,48,2,0,0,0,FALSE
1001762,52,professional,,no,FALSE,5,1,1021,FALSE,0,A,FALSE,TRUE,50.5,230.75,50,0,0,-0.366207654,5.968888957,4.14,13,0.33,2.185185185,2.050323621,0,46,0,0,0,0,FALSE
1001781,62,,,yes,FALSE,4,2,506,TRUE,29.99,C,TRUE,FALSE,55.23,498.75,57.92,0,0,0.138948316,-2.706326903,287.24,34.67,3,13.582297,9.160161766,0,44,0,0,0,0,FALSE
1001810,32,,,unknown,FALSE,0,4,703,TRUE,9.99,C,TRUE,TRUE,54.09,528.5,50,0,0.42,1.095549678,1.048674799,130.09,56,17.67,3.949924455,-6.842721997,0,46,0,0,0,0,FALSE
1001823,28,self-employed,,no,FALSE,5,6,52,TRUE,199.99,A,FALSE,TRUE,50.09,1600,54.99,0,0.1,0.016092754,-2.063075224,0,0,0,0,8.280470315,0,48,0,1,0,0,FALSE
1001846,32,,,yes,FALSE,6,3,1171,TRUE,0,A,FALSE,TRUE,30.04,29,29.99,37.04672725,0,-1.630035005,-4.114135035,0.15,0.67,0,1.16625,17.12170946,0,47,0,0,0,0,FALSE
1001867,44,,town,yes,FALSE,5,2,494,TRUE,29.99,C,FALSE,TRUE,46.18,504.75,49.99,0,0,-1.254687731,-5.265290037,94.98,16.67,19,2.074288031,1.686364532,0,47,11.33,0,0,0,FALSE
1001884,42,,suburban,unknown,FALSE,4,4,1182,TRUE,149.99,C,FALSE,TRUE,60.94,567.75,59.99,0,0,0.573777621,-3.500451491,150.34,16,9,2.610758091,-15.11189013,0,41,0.33,0,0,0,FALSE
1001904,24,,town,unknown,FALSE,6,4,679,TRUE,29.99,D,FALSE,TRUE,30.25,113,29.99,0,0.26,-0.852647497,0.297785512,56.21,7.67,12,2.676399027,1.707608663,0,43,0,0,0,0,FALSE
1001937,50,,,no,TRUE,6,3,989,TRUE,9.99,A,FALSE,TRUE,36.37,342.25,34.19,0,0,1.951368397,-1.48161291,161.3,11,6,2.69175,2.893431394,0,43,0.33,0,0,3,FALSE
1001954,50,,town,no,FALSE,4,2,360,TRUE,29.99,E,FALSE,FALSE,61.04,337.75,39.1,0,0.42,2.658325965,-9.226463321,92.4,30,6.33,3.615974887,-16.52142139,0,45,0.67,0,0,0,FALSE
1001987,0,,,unknown,FALSE,0,2,749,TRUE,29.99,C,TRUE,FALSE,66.75,489.25,67.7,0,0,1.600573316,4.29561704,130,65,25,2.604739098,-4.881308404,0,41,2.67,0,0,2,FALSE
1002002,0,,,unknown,FALSE,0,3,898,TRUE,9.99,C,TRUE,FALSE,66.08,397.75,34.98,63.04723728,0.88,1.565747139,1.529412464,97.5,70,3.67,1.493150685,7.624128483,0,45,0,0,0,0,FALSE
1002023,0,,suburban,unknown,FALSE,0,13,1286,TRUE,399.99,B,TRUE,FALSE,137.76,2466.5,79.99,0,0,-2.045964331,2.301682983,541.32,119,131,1.261904762,-8.294076778,0,42,0,0,0,2,FALSE
1002037,34,professional,town,yes,FALSE,9,1,535,FALSE,0,A,FALSE,TRUE,28.67,33,19.99,0,6.82,2.061289517,-2.054251769,0.25,2,0,1.498127341,14.18016146,2.09457289,40,0,0,0,0,FALSE
1002046,0,,town,unknown,FALSE,0,5,537,TRUE,79.99,A,TRUE,FALSE,86.66,1254.25,84.12,0,0,-0.854318323,-3.519477523,454.92,90.67,13.33,3.40587729,0.462542964,0,46,0.67,2,0,0,FALSE
1002054,42,,rural,yes,TRUE,8,4,932,TRUE,29.99,D,FALSE,TRUE,76.78,717.25,75,0,0.29,0.056768485,3.02762783,237.4,35,0,2.363636364,17.08730553,0,42,0,0,0,0,FALSE
1002066,26,,,unknown,FALSE,6,1,988,FALSE,0,A,FALSE,TRUE,81.52,588.5,70.23,0,0,-1.113444206,1.180337723,98.54,46,7,2.51564899,-5.624607384,0,40,1,0,0,0,FALSE
1002080,66,,suburban,no,FALSE,4,4,863,TRUE,29.99,A,FALSE,TRUE,39.11,651.75,30,0,0.1,-2.869811939,2.505207989,102.58,42,11.33,0.723192606,-23.815533,0,42,6,0,0,0,FALSE
1002102,50,professional,,yes,TRUE,6,3,116,TRUE,9.99,A,FALSE,TRUE,59.81,407.75,59.99,0,8.96,1.635502925,2.845141212,10.27,13.67,0,4.245500692,5.883255825,1.506570174,40,0,0,0,0,FALSE
1002128,0,,,yes,FALSE,7,1,293,FALSE,0,A,FALSE,FALSE,34.18,140.25,44.95,22.24026332,0,1.590612668,-1.637342256,3.72,4.67,0,2.58375,4.179962611,2.045207424,40,0,0,0,0,FALSE
1002167,38,,town,no,FALSE,6,8,1342,TRUE,29.99,A,FALSE,TRUE,80.63,1053.25,74.99,0,0,0.65880522,0.380693428,275.94,41.33,3.67,5.936428571,-7.764364057,0,42,0,0,0,0,FALSE
1002184,64,,,yes,FALSE,9,2,1218,FALSE,29.99,A,FALSE,TRUE,53.45,247.75,30,0,0,-1.558973158,5.72271087,6.52,6,0,9.952606635,-2.237640831,0,42,0,0,0,3,FALSE
1002197,28,,,no,FALSE,4,6,1115,TRUE,79.99,D,TRUE,TRUE,35.74,248.25,32.33,0,3.36,-2.652506099,14.08307069,39.92,26.67,13.67,3.377786786,1.557307106,0,42,0.33,0,0,0,FALSE
1002209,44,,,yes,FALSE,4,2,153,TRUE,29.99,A,FALSE,TRUE,165.18,415.25,159.99,0,0,1.578769877,3.938197994,48.4,16.67,14.33,2.472222222,8.321581767,0,46,0.33,0,0,0,FALSE
1002230,72,crafts,,yes,FALSE,4,5,614,TRUE,149.99,E,FALSE,TRUE,73.6,820.25,34.99,0,0,0.202155486,-1.004614189,307.11,25.33,2,0.697772021,-0.666386863,0,41,13.67,0,0,0,FALSE
1002252,0,,,unknown,FALSE,6,4,1020,TRUE,149.99,C,FALSE,TRUE,173.85,2112.5,104.98,0,0,2.30050123,-3.584400843,602.99,99.33,20.67,1.961078957,-2.5864689,2.637597759,39,0.67,0,0,1,FALSE
1002272,26,,suburban,unknown,FALSE,8,2,760,FALSE,29.99,A,FALSE,TRUE,52.85,271.5,59.99,0,0.88,1.849693225,-5.274538009,40.4,9,0,3,-8.833415653,0,41,0,0,0,0,FALSE
1002281,0,,,unknown,FALSE,0,1,1529,FALSE,0,F,TRUE,FALSE,37.42,208.25,29.75,0,0,1.373522791,-0.651686603,2.85,11.67,0.67,0.99195122,2.650219311,0,39,2.67,0,0,0,FALSE
1002291,0,,,unknown,FALSE,0,2,638,TRUE,29.99,C,TRUE,FALSE,97.37,652.5,42.62,0,0,-1.340052503,-1.029276083,299.54,57.33,30.67,1.060455112,-21.1738271,0,45,0,0,0,0,FALSE
1002310,48,self-employed,,yes,TRUE,9,8,327,TRUE,199.99,A,FALSE,TRUE,62.57,504,71.44,0,2.21,1.805259138,-2.578620459,103.69,25.67,3.67,2.430363636,-4.139226256,0,43,4,0,0,0,FALSE
1002327,22,,,unknown,FALSE,6,3,993,TRUE,199.99,A,FALSE,TRUE,52.66,362,59.99,0,0,-1.388989372,-3.114886871,163,15.33,3,0.958906924,-2.916762,0,43,1.67,0,0,0,FALSE
1002335,28,,,no,FALSE,7,1,1235,FALSE,0,A,FALSE,TRUE,20.17,8,19.99,0,0,-2.381181617,-2.591855473,0,1,0,3.67,2.661764175,2.889995281,39,0,0,0,3,FALSE
1002345,40,,suburban,yes,FALSE,5,7,500,TRUE,29.99,A,FALSE,TRUE,30.26,75.25,29.99,0,0,1.94421958,3.179439467,20.57,0,0,2.625,-4.642043687,0,39,0,0,0,0,FALSE
1002360,34,,suburban,yes,TRUE,5,1,667,TRUE,0,A,FALSE,TRUE,20.75,39.5,16.99,0,0,0.063899755,2.26551075,4.59,0,0,2.847575058,-4.194856919,0,39,0,0,0,0,FALSE
