day,datetime,participant1,participant2
1,2010-12-07 05:18:01.200,1109,1207
1,2010-12-07 05:18:01.200,1114,1295
1,2010-12-07 05:18:01.200,1513,1518
1,2010-12-07 05:18:01.200,1207,1393
1,2010-12-07 05:19:21.720,1109,1115
1,2010-12-07 05:19:21.720,1513,1518
1,2010-12-07 05:19:21.720,1114,1295
1,2010-12-07 05:19:21.720,1164,1181
1,2010-12-07 05:20:26.136,1238,1393
1,2010-12-07 05:20:26.136,1701,1238
1,2010-12-07 05:20:42.240,1513,1518
1,2010-12-07 05:20:42.240,1207,1393
1,2010-12-07 05:20:42.240,1114,1295
1,2010-12-07 05:22:02.760,1207,1393
1,2010-12-07 05:22:02.760,1114,1295
1,2010-12-07 05:22:02.760,1115,1391
1,2010-12-07 05:22:02.760,1513,1518
1,2010-12-07 05:23:23.280,1114,1207
1,2010-12-07 05:23:23.280,1109,1207
1,2010-12-07 05:23:23.280,1513,1518
1,2010-12-07 05:23:23.280,1207,1393
1,2010-12-07 05:23:23.280,1114,1295
1,2010-12-07 05:23:23.280,1115,1391
1,2010-12-07 05:24:43.800,1207,1295
1,2010-12-07 05:24:43.800,1114,1207
1,2010-12-07 05:24:43.800,1513,1518
1,2010-12-07 05:24:43.800,1207,1393
1,2010-12-07 05:24:43.800,1114,1295
1,2010-12-07 05:24:43.800,1109,1295
1,2010-12-07 05:26:04.320,1114,1295
1,2010-12-07 05:26:04.320,1109,1295
1,2010-12-07 05:26:04.320,1115,1327
1,2010-12-07 05:26:04.320,1513,1518
1,2010-12-07 05:26:04.320,1207,1393
1,2010-12-07 05:26:04.320,1109,1207
1,2010-12-07 05:26:04.320,1114,1207
1,2010-12-07 05:26:04.320,1207,1295
1,2010-12-07 05:27:24.840,1114,1207
1,2010-12-07 05:27:24.840,1115,1383
1,2010-12-07 05:27:24.840,1207,1295
1,2010-12-07 05:27:24.840,1513,1518
1,2010-12-07 05:27:24.840,1207,1393
1,2010-12-07 05:27:24.840,1114,1295
1,2010-12-07 05:27:24.840,1109,1295
1,2010-12-07 05:28:45.360,1114,1207
1,2010-12-07 05:28:45.360,1207,1295
1,2010-12-07 05:28:45.360,1513,1518
1,2010-12-07 05:28:45.360,1114,1295
1,2010-12-07 05:30:05.880,1207,1393
1,2010-12-07 05:30:05.880,1115,1399
1,2010-12-07 05:30:05.880,1513,1518
1,2010-12-07 05:30:05.880,1114,1115
1,2010-12-07 05:31:26.400,1207,1393
1,2010-12-07 05:31:26.400,1513,1518
1,2010-12-07 05:32:46.920,1164,1295
1,2010-12-07 05:32:46.920,1181,1238
1,2010-12-07 05:32:46.920,1207,1393
1,2010-12-07 05:32:46.920,1513,1518
1,2010-12-07 05:32:46.920,1164,1181
1,2010-12-07 05:34:07.440,1295,1518
1,2010-12-07 05:34:07.440,1114,1518
1,2010-12-07 05:34:07.440,1513,1518
1,2010-12-07 05:34:07.440,1207,1393
1,2010-12-07 05:34:07.440,1109,1207
1,2010-12-07 05:35:27.960,1114,1295
1,2010-12-07 05:35:27.960,1513,1518
1,2010-12-07 05:35:36.012,1246,1352
1,2010-12-07 05:35:36.012,1395,1164
1,2010-12-07 05:36:48.480,1513,1518
1,2010-12-07 05:38:09.000,1207,1393
1,2010-12-07 05:38:09.000,1513,1518
1,2010-12-07 05:39:29.520,1513,1518
1,2010-12-07 05:39:29.520,1207,1393
1,2010-12-07 05:39:29.520,1295,1378
1,2010-12-07 05:40:50.040,1513,1518
1,2010-12-07 05:40:50.040,1207,1393
1,2010-12-07 05:40:50.040,1115,1377
1,2010-12-07 05:40:50.040,1295,1323
1,2010-12-07 05:42:10.560,1513,1518
1,2010-12-07 05:42:10.560,1207,1393
1,2010-12-07 05:42:10.560,1164,1181
1,2010-12-07 05:43:31.080,1513,1518
1,2010-12-07 05:43:31.080,1109,1207
1,2010-12-07 05:44:51.600,1115,1378
1,2010-12-07 05:44:51.600,1164,1181
1,2010-12-07 05:44:51.600,1114,1115
1,2010-12-07 05:44:51.600,1513,1518
1,2010-12-07 05:46:12.120,1114,1115
1,2010-12-07 05:46:12.120,1513,1518
1,2010-12-07 05:46:12.120,1164,1181
1,2010-12-07 05:47:32.640,1295,1323
1,2010-12-07 05:47:32.640,1115,1295
1,2010-12-07 05:47:32.640,1513,1518
1,2010-12-07 05:47:32.640,1207,1393
1,2010-12-07 05:47:32.640,1164,1181
1,2010-12-07 05:48:53.160,1207,1393
1,2010-12-07 05:48:53.160,1513,1518
1,2010-12-07 05:48:53.160,1207,1365
1,2010-12-07 05:48:53.160,1114,1295
1,2010-12-07 05:48:53.160,1164,1181
1,2010-12-07 05:50:13.680,1513,1518
1,2010-12-07 05:50:13.680,1114,1295
1,2010-12-07 05:51:34.200,1513,1518
1,2010-12-07 05:51:34.200,1207,1393
1,2010-12-07 05:51:34.200,1114,1295
1,2010-12-07 05:52:54.720,1114,1295
1,2010-12-07 05:52:54.720,1109,1207
1,2010-12-07 05:52:54.720,1207,1393
1,2010-12-07 05:52:54.720,1164,1181
1,2010-12-07 05:54:15.240,1114,1378
1,2010-12-07 05:54:15.240,1207,1393
1,2010-12-07 05:54:15.240,1114,1295
1,2010-12-07 05:55:35.760,1115,1513
1,2010-12-07 05:55:35.760,1115,1518
1,2010-12-07 05:55:35.760,1115,1164
1,2010-12-07 05:55:35.760,1513,1518
1,2010-12-07 05:55:35.760,1207,1393
1,2010-12-07 05:55:35.760,1207,1365
1,2010-12-07 05:56:56.280,1164,1513
1,2010-12-07 05:56:56.280,1164,1518
1,2010-12-07 05:56:56.280,1513,1518
1,2010-12-07 05:56:56.280,1207,1393
1,2010-12-07 05:58:16.800,1115,1207
1,2010-12-07 05:58:16.800,1238,1513
1,2010-12-07 05:58:16.800,1238,1518
1,2010-12-07 05:58:16.800,1513,1518
1,2010-12-07 05:58:16.800,1207,1393
1,2010-12-07 05:58:16.800,1114,1295
1,2010-12-07 05:58:16.800,1164,1518
1,2010-12-07 05:59:37.320,1114,1295
1,2010-12-07 05:59:37.320,1513,1518
1,2010-12-07 05:59:37.320,1207,1393
1,2010-12-07 06:00:57.840,1114,1295
1,2010-12-07 06:00:57.840,1207,1393
1,2010-12-07 06:00:57.840,1164,1513
1,2010-12-07 06:02:18.360,1513,1518
1,2010-12-07 06:02:18.360,1207,1393
1,2010-12-07 06:02:18.360,1207,1365
1,2010-12-07 06:02:18.360,1114,1295
1,2010-12-07 06:03:38.880,1114,1295
1,2010-12-07 06:03:38.880,1207,1393
1,2010-12-07 06:03:38.880,1513,1518
1,2010-12-07 06:03:38.880,1181,1518
1,2010-12-07 06:03:38.880,1114,1378
1,2010-12-07 06:03:38.880,1164,1513
1,2010-12-07 06:04:59.400,1513,1518
1,2010-12-07 06:04:59.400,1207,1393
1,2010-12-07 06:04:59.400,1207,1365
1,2010-12-07 06:04:59.400,1114,1295
1,2010-12-07 06:06:19.920,1513,1518
1,2010-12-07 06:06:19.920,1207,1393
1,2010-12-07 06:06:19.920,1114,1295
1,2010-12-07 06:07:40.440,1513,1518
1,2010-12-07 06:07:40.440,1207,1393
1,2010-12-07 06:09:00.960,1114,1295
1,2010-12-07 06:09:00.960,1207,1393
1,2010-12-07 06:09:00.960,1513,1518
1,2010-12-07 06:09:00.960,1115,1164
1,2010-12-07 06:10:21.480,1207,1393
1,2010-12-07 06:10:21.480,1513,1518
1,2010-12-07 06:11:42.000,1164,1518
1,2010-12-07 06:11:42.000,1114,1295
1,2010-12-07 06:11:42.000,1207,1393
1,2010-12-07 06:11:42.000,1513,1518
1,2010-12-07 06:13:02.520,1513,1518
1,2010-12-07 06:13:02.520,1114,1295
1,2010-12-07 06:13:02.520,1207,1393
1,2010-12-07 06:14:23.040,1207,1393
1,2010-12-07 06:14:23.040,1513,1518
1,2010-12-07 06:15:43.560,1207,1393
1,2010-12-07 06:15:43.560,1513,1518
1,2010-12-07 06:15:43.560,1207,1365
1,2010-12-07 06:15:43.560,1181,1352
1,2010-12-07 06:15:43.560,1114,1295
1,2010-12-07 06:17:04.080,1181,1352
1,2010-12-07 06:17:04.080,1207,1393
1,2010-12-07 06:17:04.080,1114,1295
1,2010-12-07 06:17:04.080,1513,1518
1,2010-12-07 06:18:24.600,1181,1352
1,2010-12-07 06:18:24.600,1513,1518
1,2010-12-07 06:18:24.600,1207,1393
1,2010-12-07 06:19:45.120,1181,1352
1,2010-12-07 06:19:45.120,1513,1518
1,2010-12-07 06:19:45.120,1207,1393
1,2010-12-07 06:19:45.120,1114,1295
1,2010-12-07 06:21:05.640,1207,1393
1,2010-12-07 06:21:05.640,1114,1295
1,2010-12-07 06:21:05.640,1513,1518
1,2010-12-07 06:22:26.160,1181,1352
1,2010-12-07 06:22:26.160,1513,1518
1,2010-12-07 06:22:26.160,1207,1393
1,2010-12-07 06:22:26.160,1114,1295
1,2010-12-07 06:22:26.160,1164,1377
1,2010-12-07 06:23:46.680,1295,1323
1,2010-12-07 06:23:46.680,1207,1365
1,2010-12-07 06:23:46.680,1207,1393
1,2010-12-07 06:23:46.680,1181,1352
1,2010-12-07 06:23:46.680,1513,1518
1,2010-12-07 06:23:46.680,1114,1295
1,2010-12-07 06:25:07.200,1181,1352
1,2010-12-07 06:25:07.200,1114,1378
1,2010-12-07 06:25:07.200,1513,1518
1,2010-12-07 06:25:07.200,1207,1393
1,2010-12-07 06:26:27.720,1513,1518
1,2010-12-07 06:26:27.720,1207,1393
1,2010-12-07 06:26:27.720,1295,1323
1,2010-12-07 06:27:48.240,1513,1518
1,2010-12-07 06:27:48.240,1114,1295
1,2010-12-07 06:29:08.760,1513,1518
1,2010-12-07 06:29:08.760,1164,1377
1,2010-12-07 06:29:08.760,1114,1295
1,2010-12-07 06:30:29.280,1513,1518
1,2010-12-07 06:30:29.280,1109,1207
1,2010-12-07 06:30:29.280,1114,1295
1,2010-12-07 06:31:49.800,1513,1518
1,2010-12-07 06:31:49.800,1164,1377
1,2010-12-07 06:33:10.320,1513,1518
1,2010-12-07 06:33:10.320,1164,1377
1,2010-12-07 06:34:30.840,1164,1377
1,2010-12-07 06:34:30.840,1513,1518
1,2010-12-07 06:34:30.840,1114,1295
1,2010-12-07 06:35:51.360,1164,1377
1,2010-12-07 06:35:51.360,1295,1378
1,2010-12-07 06:35:51.360,1114,1115
1,2010-12-07 06:35:51.360,1513,1518
1,2010-12-07 06:37:11.880,1295,1378
1,2010-12-07 06:37:11.880,1513,1518
1,2010-12-07 06:38:32.400,1207,1352
1,2010-12-07 06:38:32.400,1181,1352
1,2010-12-07 06:38:32.400,1513,1518
1,2010-12-07 06:38:32.400,1295,1378
1,2010-12-07 06:39:52.920,1207,1352
1,2010-12-07 06:39:52.920,1181,1352
1,2010-12-07 06:39:52.920,1114,1115
1,2010-12-07 06:39:52.920,1513,1518
1,2010-12-07 06:39:52.920,1181,1207
1,2010-12-07 06:39:52.920,1295,1378
1,2010-12-07 06:41:13.440,1513,1518
1,2010-12-07 06:41:13.440,1181,1352
1,2010-12-07 06:41:13.440,1393,1518
1,2010-12-07 06:41:13.440,1295,1378
1,2010-12-07 06:42:33.960,1181,1352
1,2010-12-07 06:42:33.960,1295,1378
1,2010-12-07 06:43:54.480,1207,1352
1,2010-12-07 06:43:54.480,1181,1352
1,2010-12-07 06:43:54.480,1513,1518
1,2010-12-07 06:43:54.480,1374,1518
1,2010-12-07 06:45:15.000,1207,1352
1,2010-12-07 06:45:15.000,1181,1352
1,2010-12-07 06:45:15.000,1320,1518
1,2010-12-07 06:45:15.000,1513,1518
1,2010-12-07 06:46:35.520,1320,1518
1,2010-12-07 06:46:35.520,1181,1352
1,2010-12-07 06:46:35.520,1109,1207
1,2010-12-07 06:46:35.520,1207,1352
1,2010-12-07 06:47:56.040,1114,1115
1,2010-12-07 06:47:56.040,1181,1352
1,2010-12-07 06:47:56.040,1109,1207
1,2010-12-07 06:49:16.560,1114,1115
1,2010-12-07 06:49:16.560,1513,1518
1,2010-12-07 06:49:16.560,1295,1378
1,2010-12-07 06:50:37.080,1207,1352
1,2010-12-07 06:50:37.080,1295,1378
1,2010-12-07 06:51:57.600,1109,1352
1,2010-12-07 06:51:57.600,1114,1323
1,2010-12-07 06:53:18.120,1295,1378
1,2010-12-07 06:53:18.120,1109,1207
1,2010-12-07 06:53:18.120,1114,1378
1,2010-12-07 06:53:18.120,1513,1518
1,2010-12-07 06:53:18.120,1114,1295
1,2010-12-07 06:54:38.640,1295,1378
1,2010-12-07 06:54:38.640,1114,1295
1,2010-12-07 06:54:38.640,1513,1518
1,2010-12-07 06:54:38.640,1114,1378
1,2010-12-07 06:55:59.160,1513,1518
1,2010-12-07 06:55:59.160,1295,1378
1,2010-12-07 06:57:19.680,1109,1207
1,2010-12-07 06:57:19.680,1513,1518
1,2010-12-07 06:58:40.200,1513,1518
1,2010-12-07 06:58:40.200,1114,1323
1,2010-12-07 06:58:40.200,1295,1378
1,2010-12-07 07:00:00.720,1295,1378
1,2010-12-07 07:01:21.240,1114,1378
1,2010-12-07 07:01:21.240,1181,1391
1,2010-12-07 07:01:21.240,1295,1378
1,2010-12-07 07:01:21.240,1513,1518
1,2010-12-07 07:01:21.240,1114,1295
1,2010-12-07 07:02:41.760,1513,1518
1,2010-12-07 07:02:41.760,1114,1295
1,2010-12-07 07:02:41.760,1114,1378
1,2010-12-07 07:04:02.280,1114,1295
1,2010-12-07 07:04:02.280,1114,1378
1,2010-12-07 07:04:02.280,1181,1391
1,2010-12-07 07:04:02.280,1513,1518
1,2010-12-07 07:05:22.800,1513,1518
1,2010-12-07 07:05:22.800,1114,1295
1,2010-12-07 07:05:22.800,1114,1378
1,2010-12-07 07:06:43.320,1109,1207
1,2010-12-07 07:06:43.320,1181,1391
1,2010-12-07 07:06:43.320,1513,1518
1,2010-12-07 07:06:43.320,1114,1295
1,2010-12-07 07:09:24.360,1181,1391
1,2010-12-07 07:09:24.360,1513,1518
1,2010-12-07 07:09:24.360,1114,1378
1,2010-12-07 07:09:24.360,1114,1295
1,2010-12-07 07:10:44.880,1114,1295
1,2010-12-07 07:10:44.880,1513,1518
1,2010-12-07 07:12:05.400,1114,1164
1,2010-12-07 07:12:05.400,1114,1295
1,2010-12-07 07:12:05.400,1207,1352
1,2010-12-07 07:12:05.400,1164,1295
1,2010-12-07 07:13:25.920,1114,1295
1,2010-12-07 07:13:25.920,1114,1164
1,2010-12-07 07:13:25.920,1109,1207
1,2010-12-07 07:13:25.920,1207,1352
1,2010-12-07 07:14:46.440,1513,1518
1,2010-12-07 07:14:46.440,1114,1295
1,2010-12-07 07:16:06.960,1513,1518
1,2010-12-07 07:16:06.960,1114,1378
1,2010-12-07 07:16:06.960,1207,1352
1,2010-12-07 07:16:06.960,1114,1295
1,2010-12-07 07:16:06.960,1109,1352
1,2010-12-07 07:17:27.480,1207,1352
1,2010-12-07 07:18:48.000,1114,1295
1,2010-12-07 07:20:08.520,1114,1295
1,2010-12-07 07:21:29.040,1114,1295
1,2010-12-07 07:21:29.040,1114,1378
1,2010-12-07 07:22:49.560,1207,1352
1,2010-12-07 07:22:49.560,1114,1378
1,2010-12-07 07:22:49.560,1114,1295
1,2010-12-07 07:24:10.080,1114,1295
1,2010-12-07 07:24:10.080,1207,1391
1,2010-12-07 07:24:10.080,1207,1352
1,2010-12-07 07:24:10.080,1114,1378
1,2010-12-07 07:24:10.080,1109,1352
1,2010-12-07 07:25:30.600,1114,1295
1,2010-12-07 07:25:30.600,1109,1207
1,2010-12-07 07:25:30.600,1114,1378
1,2010-12-07 07:25:30.600,1181,1391
1,2010-12-07 07:25:30.600,1207,1352
1,2010-12-07 07:26:51.120,1207,1352
1,2010-12-07 07:26:51.120,1109,1352
1,2010-12-07 07:26:51.120,1114,1295
1,2010-12-07 07:28:11.640,1114,1378
1,2010-12-07 07:29:32.160,1114,1378
1,2010-12-07 07:29:32.160,1181,1391
1,2010-12-07 07:30:52.680,1114,1295
1,2010-12-07 07:32:13.200,1164,1395
1,2010-12-07 07:32:13.200,1114,1295
1,2010-12-07 07:32:13.200,1295,1378
1,2010-12-07 07:33:33.720,1207,1352
1,2010-12-07 07:33:33.720,1181,1391
1,2010-12-07 07:33:33.720,1295,1378
1,2010-12-07 07:34:54.240,1207,1352
1,2010-12-07 07:34:54.240,1181,1391
1,2010-12-07 07:36:14.760,1207,1352
1,2010-12-07 07:36:14.760,1295,1378
1,2010-12-07 07:37:35.280,1109,1207
1,2010-12-07 07:37:35.280,1295,1378
1,2010-12-07 07:37:35.280,1114,1295
1,2010-12-07 07:37:35.280,1114,1378
1,2010-12-07 07:37:35.280,1207,1352
1,2010-12-07 07:38:55.800,1114,1378
1,2010-12-07 07:38:55.800,1181,1391
1,2010-12-07 07:38:55.800,1513,1518
1,2010-12-07 07:38:55.800,1114,1295
1,2010-12-07 07:40:16.320,1181,1391
1,2010-12-07 07:41:36.840,1109,1207
1,2010-12-07 07:41:36.840,1181,1391
1,2010-12-07 07:42:57.360,1109,1207
1,2010-12-07 07:42:57.360,1114,1378
1,2010-12-07 07:42:57.360,1513,1518
1,2010-12-07 07:44:17.880,1109,1207
1,2010-12-07 07:44:17.880,1513,1518
1,2010-12-07 07:44:17.880,1114,1378
1,2010-12-07 07:45:38.400,1164,1377
1,2010-12-07 07:45:38.400,1114,1378
1,2010-12-07 07:45:38.400,1114,1295
1,2010-12-07 07:45:38.400,1295,1378
1,2010-12-07 07:46:58.920,1295,1378
1,2010-12-07 07:46:58.920,1164,1377
1,2010-12-07 07:46:58.920,1115,1207
1,2010-12-07 07:48:19.440,1115,1207
1,2010-12-07 07:48:19.440,1513,1518
1,2010-12-07 07:48:19.440,1109,1114
1,2010-12-07 07:48:19.440,1164,1377
1,2010-12-07 07:49:39.960,1115,1207
1,2010-12-07 07:49:39.960,1513,1518
1,2010-12-07 07:49:39.960,1114,1295
1,2010-12-07 07:51:00.480,1164,1207
1,2010-12-07 07:51:00.480,1114,1295
1,2010-12-07 07:51:00.480,1109,1207
1,2010-12-07 07:51:00.480,1114,1378
1,2010-12-07 07:51:00.480,1513,1518
1,2010-12-07 07:51:00.480,1181,1327
1,2010-12-07 07:51:00.480,1109,1164
1,2010-12-07 07:52:21.000,1109,1207
1,2010-12-07 07:52:21.000,1114,1378
1,2010-12-07 07:52:21.000,1114,1295
1,2010-12-07 07:52:21.000,1115,1207
1,2010-12-07 07:52:21.000,1109,1164
1,2010-12-07 07:52:21.000,1164,1207
1,2010-12-07 07:52:21.000,1115,1164
1,2010-12-07 07:52:21.000,1513,1518
1,2010-12-07 07:53:41.520,1164,1207
1,2010-12-07 07:53:41.520,1114,1295
1,2010-12-07 07:53:41.520,1109,1164
1,2010-12-07 07:53:41.520,1207,1395
1,2010-12-07 07:53:41.520,1513,1518
1,2010-12-07 07:53:41.520,1115,1164
1,2010-12-07 07:53:41.520,1109,1115
1,2010-12-07 07:53:41.520,1114,1378
1,2010-12-07 07:53:41.520,1109,1207
