ID,Name,Sex,Age,Height,Weight,Team,NOC,Sport
869,"Gabrielle Marie ""Gabby"" Adcock (White-)",F,25,167,,Great Britain,GBR,Badminton
29842,Th Anh,F,20,165,58,Vietnam,VIE,Fencing
22835,Aaron Arthur Cook,M,25,183,80,Moldova,MDA,Taekwondo
15460,Aaron Brown,M,24,198,79,Canada,CAN,Athletics
39016,Aaron Gate,M,25,181,71,New Zealand,NZL,Cycling
103079,Aaron John Royle,M,26,180,67,Australia,AUS,Triathlon
103595,Aaron Russell,M,23,206,93,United States,USA,Volleyball
133243,Aaron Younger,M,24,193,100,Australia,AUS,Water Polo
12909,Aauri Lorena Bokesa Abia,F,27,180,62,Spain,ESP,Athletics
110429,aba Silai,M,25,185,77,Serbia,SRB,Swimming
132909,Ababel Yeshaneh Birhane,F,25,165,54,Ethiopia,ETH,Athletics
44616,Abadi Hadis Embaye,M,18,170,63,Ethiopia,ETH,Athletics
97735,Abbas Qali,M,23,178,77,Individual Olympic Athletes,IOA,Swimming
129476,Abbey Weitzeil,F,19,178,68,United States,USA,Swimming
98502,Abbos Rakhmonov,M,18,161,57,Uzbekistan,UZB,Wrestling
80730,Abbubaker Mobara,M,22,175,64,South Africa,RSA,Football
32815,Abby May Erceg,F,26,177,68,New Zealand,NZL,Football
46110,Abdalelah Haroun Hassan,M,19,185,80,Qatar,QAT,Athletics
133252,Abdalla Yousif,M,19,177,65,Sudan,SUD,Athletics
78176,Abdel Aziz Mehelba,M,27,176,80,Egypt,EGY,Shooting
78998,Abdel Aziz Merzougui Noureddine,M,24,175,67,Spain,ESP,Athletics
104600,Abdel Rahman Salah Orabi Abdelgawwad,M,28,185,81,Egypt,EGY,Boxing
32000,Abdelati El-Guesse,M,23,187,64,Morocco,MAR,Athletics
80932,Abdelaziz Mohamed Ahmed,M,21,181,72,Sudan,SUD,Swimming
27503,Abdelghani Demmou,M,27,185,75,Algeria,ALG,Football
9968,Abdelhafid Benchabla,M,29,184,81,Algeria,ALG,Boxing
468,Abdelhalim Muhammad Abou,M,27,210,88,Egypt,EGY,Volleyball
19536,Abdelkader Chadi,M,29,175,60,Algeria,ALG,Boxing
90052,Abdelkebir Ouaddar,M,54,174,67,Morocco,MAR,Equestrianism
31937,Abdelkhalek El-Banna,M,28,193,95,Egypt,EGY,Rowing
80880,Abdellatif Mohamed Ahmed Mohamed,M,20,176,120,Egypt,EGY,Wrestling
32020,Abdelmajid El-Hissouf,M,23,170,56,Morocco,MAR,Athletics
65938,Abdelmalik Lahoulou,M,24,177,72,Algeria,ALG,Athletics
10092,Abdelraouf Benguit,M,20,170,65,Algeria,ALG,Football
9948,Abderrahmane Benamadi,M,31,183,90,Algeria,ALG,Judo
74591,Abderrahmane Mansouri,M,21,173,66,Algeria,ALG,Cycling
123220,Abdi Hakin Achkel Ulad,M,25,175,57,Denmark,DEN,Athletics
84114,Abdi Nageeye,M,27,165,54,Netherlands,NED,Athletics
82578,Abdi Waiss Mouhyadin,M,20,160,60,Djibouti,DJI,Athletics
85772,Abdoul Khadre Mbaye Niane,M,27,190,90,Senegal,SEN,Swimming
2610,Abdoul Razak Issoufou Alfaga,M,21,207,90,Niger,NIG,Taekwondo
7439,Abdoullah Bamoussa,M,30,170,59,Italy,ITA,Athletics
89046,Abdul Omar,M,22,,,Ghana,GHA,Boxing
59080,Abdul Rahman Khalili,M,24,181,71,Sweden,SWE,Football
3445,"Abdul Wahab ""Alade"" Aminu",M,28,210,102,Nigeria,NGR,Basketball
133698,Abdul Wahab Zahiri,M,24,175,68,Afghanistan,AFG,Athletics
104166,Abdul-Rashid Bulayevich Sadulayev,M,20,177,86,Russia,RUS,Wrestling
2161,Abdulaziz Al-Shatti,M,25,,,Individual Olympic Athletes,IOA,Fencing
80949,Abdullah Abkar Mohammed,M,19,172,73,Saudi Arabia,KSA,Athletics
2112,Abdullah Al-Rashidi,M,52,183,83,Individual Olympic Athletes,IOA,Shooting
7056,Abdullah Hel Baki,M,27,170,82,Bangladesh,BAN,Shooting
109475,Abdullahi Shehu,M,23,170,72,Nigeria,NGR,Football
118449,Abdullo Tovashevich Tangriyev,M,35,190,132,Uzbekistan,UZB,Judo
335,Abdulqdir Abdullayev,M,28,188,91,Azerbaijan,AZE,Boxing
1897,Abdulrahman Al-Faihan,M,30,,,Individual Olympic Athletes,IOA,Shooting
83403,Abdulrazzaq Murad,M,26,186,77,Qatar,QAT,Handball
53085,Abeiku Gyekye Jackson,M,16,,,Ghana,GHA,Swimming
11601,Abhinav Bindra,M,33,173,70,India,IND,Shooting
24584,"Abigail ""Abbey"" D'Agostino",F,24,160,50,United States,USA,Athletics
15461,"Abigail ""Abbie"" Brown",F,20,176,71,Great Britain,GBR,Rugby Sevens
55498,"Abigail Louise ""Abby"" Johnston",F,26,165,61,United States,USA,Diving
55853,Abigl Jo,F,25,183,76,Hungary,HUN,Judo
134903,Ablaykhan Kayratovich Zhusupov,M,19,175,64,Kazakhstan,KAZ,Boxing
102886,Abraham Kipchirchir Rotich,M,22,183,65,Bahrain,BRN,Athletics
20502,Abraham Naibei Cheroben,M,23,176,60,Bahrain,BRN,Athletics
86594,Abraham Niyonkuru,M,26,162,52,Burundi,BDI,Athletics
915,Abrar Osman Adem,M,22,168,58,Eritrea,ERI,Athletics
110,Abubakar Abbas Abbas,M,20,175,66,Bahrain,BRN,Athletics
46823,Abubaker Haydar Abdalla,M,19,180,60,Qatar,QAT,Athletics
59213,Achraf Kharroubi,M,25,160,52,Morocco,MAR,Boxing
33901,Ada Fall,F,29,193,95,Senegal,SEN,Basketball
102201,Ada Nabila Romn Arroyo,F,28,169,64,Mexico,MEX,Archery
39437,Adam Ahmed R. Gemili,M,22,178,75,Great Britain,GBR,Athletics
8571,Adam Batirov,M,31,165,71,Bahrain,BRN,Wrestling
24492,Adam Cwalina,M,31,187,81,Poland,POL,Badminton
37291,Adam Froese,M,24,182,81,Canada,CAN,Hockey
92529,Adam George Peaty,M,21,191,86,Great Britain,GBR,Swimming
28813,Adam Graham Dixon,M,29,169,70,Great Britain,GBR,Hockey
52023,Adam Imer,M,26,182,88,Brazil,BRA,Hockey
124716,Adam Joseph Van Koeverden,M,34,182,85,Canada,CAN,Canoeing
125797,Adam Joseph Vella,M,45,178,92,Australia,AUS,Shooting
64482,Adam Kszczot,M,26,178,68,Poland,POL,Athletics
72341,Adam Lundqvist,M,22,174,70,Sweden,SWE,Football
88506,Adam Okruashvili,M,27,189,130,Georgia,GEO,Judo
47379,Adam Sebastian Helcelet,M,24,191,92,Czech Republic,CZE,Athletics
126511,Adam Viktora,M,19,188,94,Seychelles,SEY,Swimming
131123,Adam Winiewski,M,35,193,93,Poland,POL,Handball
132693,Adam Yates,M,23,172,58,Great Britain,GBR,Cycling
28208,Adama Diatta,M,27,165,57,Senegal,SEN,Wrestling
53543,Adama Jammeh,M,23,,,Gambia,GAM,Athletics
56411,Adas Jukeviius,M,27,194,88,Lithuania,LTU,Basketball
40037,Adel Gholami,M,30,195,88,Iran,IRI,Volleyball
78013,Adel Mechaal Mechaal,M,25,182,71,Spain,ESP,Athletics
81035,Adel Mojallalimoghadam,M,23,185,82,Iran,IRI,Canoeing
91960,Adelina Dorina Pastor,F,23,168,53,Romania,ROU,Athletics
22287,Adelina Maria Cojocariu-Bogus,F,27,186,75,Romania,ROU,Rowing
42517,Adeline Maria Gray,F,25,173,77,United States,USA,Wrestling
13973,Adem Boudjemline,M,22,180,85,Algeria,ALG,Wrestling
925,Adenzia Aparecida Ferreira da Silva,F,29,187,65,Brazil,BRA,Volleyball
88209,"Adeseye Akinola ""Seye"" Ogunlewe",M,24,189,84,Nigeria,NGR,Athletics
104690,Adham Ahmed Saleh Kahk,M,23,160,66,Egypt,EGY,Wrestling
86589,Adilbek Sabitovich Niyazymbetov,M,27,180,81,Kazakhstan,KAZ,Boxing
24679,Adilson Jos da Silva,M,44,175,75,Brazil,BRA,Golf
5562,Aditi Ashok,F,18,173,57,India,IND,Golf
954,Adiyasambuu Tsolmon,F,23,165,65,Mongolia,MGL,Judo
45874,Adla Hanzlkov,F,22,171,67,Czech Republic,CZE,Wrestling
117221,Adla Skorov-Bruns,F,29,171,60,Czech Republic,CZE,Shooting
356,Adlan Aliyevich Abdurashidov,M,26,172,60,Russia,RUS,Boxing
6532,"Adrian ""Adri"" Delgado Baches",M,26,184,83,Brazil,BRA,Water Polo
97413,Adrian Andrs Puentes Prez,M,28,171,76,Cuba,CUB,Archery
12435,Adrian Bocki,M,26,174,62,Poland,POL,Athletics
23814,Adrian Crian,M,36,186,85,Romania,ROU,Table Tennis
31144,Adrian Dziko,M,26,169,65,Poland,POL,Badminton
41239,Adrian Gomboc,M,21,170,69,Slovenia,SLO,Judo
42861,Adrian Griffith,M,31,178,75,Bahamas,BAH,Athletics
18113,Adrian Ignacio Carambula Raurich,M,28,183,84,Italy-2,ITA,Beach Volleyball
1023,"Adriana ""Adrianinha"" Moiss Pinto",F,37,170,65,Brazil,BRA,Basketball
24680,Adriana Aparecida da Silva,F,35,166,52,Brazil,BRA,Athletics
4859,Adriana dos Santos Arajo,F,34,167,60,Brazil,BRA,Boxing
75509,Adriana Rosa Martn Lzaro,F,20,162,65,Spain,ESP,Archery
28217,Adriana Yamila Daz Gonzlez,F,15,160,50,Puerto Rico,PUR,Table Tennis
8215,Adrien Bart,M,24,185,84,France,FRA,Canoeing
28727,Adrien Dipanda,M,28,202,105,France,FRA,Handball
86597,Adrien Niyonshuti,M,29,165,68,Rwanda,RWA,Cycling
75468,Adrienne Elizabeth  Martelli,F,28,186,77,United States,USA,Rowing
19528,Adrin Chacn Muoz,M,27,187,90,Cuba,CUB,Athletics
41073,Adrin Eduardo Goide Arredondo,M,18,191,80,Cuba,CUB,Volleyball
39146,Adrin Gavira Collado,M,28,193,90,Spain,ESP,Beach Volleyball
56211,Adrin Juhsz,M,26,188,89,Hungary,HUN,Rowing
89316,Adrin Oquendo Ibez,M,26,189,87,Cuba,CUB,Rowing
96289,Adrin Portela,M,30,185,95,Argentina,ARG,Handball
63643,Adzo Rebecca Kpossi,F,17,158,53,Togo,TOG,Swimming
86835,Ae-Ri Noort,F,33,160,49,Netherlands,NED,Rowing
52581,Afa Ismail,F,22,157,45,Maldives,MDV,Athletics
32021,Afaf Muhammad El-Hodhod,F,19,163,75,Egypt,EGY,Shooting
9891,Afef Ben Ismail,F,22,173,60,Tunisia,TUN,Canoeing
134228,Afrodite Zegers (Kyranakou-),F,24,161,58,Netherlands,NED,Sailing
43442,Ageze Guadie,M,26,175,56,Israel,ISR,Athletics
94322,Aglaia Mafalda Pezzato,F,22,175,60,Italy,ITA,Swimming
89695,Agnes Osazuwa (-Olatunji),F,27,162,65,Nigeria,NGR,Athletics
91959,Agnese Pastare,F,27,179,68,Latvia,LAT,Athletics
60719,Agnete Kirk Thinggaard (Kirk Kristiansen-),F,33,172,62,Denmark,DEN,Equestrianism
31054,Agnieszka Dygacz,F,31,160,47,Poland,POL,Athletics
130297,Agnieszka Jadwiga Wieszczek-Kordus,F,33,175,69,Poland,POL,Wrestling
54665,Agnieszka Jerzyk,F,28,170,59,Poland,POL,Triathlon
61721,Agnieszka Kobus,F,25,177,68,Poland,POL,Rowing
98237,Agnieszka Roma Radwaska,F,27,172,56,Poland,POL,Tennis
111822,Agnieszka Skrzypulec,F,27,166,53,Poland,POL,Sailing
114438,Agnieszka Staro-Nagay,F,35,169,61,Poland,POL,Shooting
117642,Agnieszka Szwarng,F,29,165,51,Poland,POL,Athletics
2335,Agustina Albertario,F,23,165,55,Argentina,ARG,Hockey
44528,Agustina Paula Habif,F,24,165,55,Argentina,ARG,Hockey
77139,Agustn Alejandro Mazzilli,M,27,173,77,Argentina,ARG,Hockey
126355,Agustn Vidal,M,29,194,100,Argentina,ARG,Handball
608,Ahmad Abughaush,M,20,178,68,Jordan,JOR,Taekwondo
1773,Ahmad Al-Afasi,M,33,,,Individual Olympic Athletes,IOA,Shooting
6340,Ahmad Amsyar Azman,M,23,162,62,Malaysia,MAS,Diving
46902,Ahmad Hazer,M,26,188,80,Lebanon,LIB,Athletics
59047,Ahmad Ibrahim Khalaf,M,24,185,80,Iraq,IRQ,Football
5853,Ahmad Mohamed Attellesey,M,21,,,Libya,LBA,Swimming
203,Ahmed Abdel Naeim,M,31,197,87,Egypt,EGY,Volleyball
227,Ahmed Abdelaal,M,27,188,89,Egypt,EGY,Volleyball
242,Ahmed Abdelrahman,M,20,165,60,Egypt,EGY,Judo
1082,Ahmed Afifi,M,28,194,92,Egypt,EGY,Volleyball
103941,Ahmed Ahmed Muhammad Saad,M,29,160,56,Egypt,EGY,Weightlifting
1721,Ahmed Akram Abbas Mahmoud,M,19,188,80,Egypt,EGY,Swimming
76444,Ahmed Al-Mathlouthi,M,26,190,90,Tunisia,TUN,Swimming
2663,Ahmed Ali,M,22,173,75,Sudan,SUD,Athletics
6663,Ahmed Bader Magour,M,20,190,90,Qatar,QAT,Athletics
32061,Ahmed El-Kotb,M,25,197,80,Egypt,EGY,Volleyball
39284,Ahmed Gebrel,M,25,180,73,Palestine,PLE,Swimming
42077,Ahmed Goumar,M,28,180,73,Niger,NIG,Judo
57012,Ahmed Kamar,M,29,175,60,Egypt,EGY,Shooting
32112,Ahmed Mahmud Muhammad Saleh El-Nemr,M,37,183,84,Egypt,EGY,Archery
80884,Ahmed Mohamed,M,20,176,62,Egypt,EGY,Shooting
80886,Ahmed Mohamed Abdalaziz Mohamed,M,28,185,125,Egypt,EGY,Weightlifting
103942,Ahmed Mohamed Ibrahim Saad,M,27,165,85,Egypt,EGY,Wrestling
31909,Ahmed Moustafa Nasr El-Ahmar,M,32,181,79,Egypt,EGY,Handball
25417,Ahmed Murad Darwish,M,35,172,80,Egypt,EGY,Shooting
98293,Ahmed Ragab,M,24,174,81,Egypt,EGY,Sailing
109068,Ahmed Shaban,M,37,190,95,Egypt,EGY,Shooting
69301,Ahmet Li,M,25,173,67,Turkey,TUR,Table Tennis
89442,Ahmet rken,M,23,177,69,Turkey,TUR,Cycling
33231,Ahymara del Carmen Espinoza Echenique,F,31,170,80,Venezuela,VEN,Athletics
37561,Ai Fukuhara,F,27,156,48,Japan,JPN,Table Tennis
62394,Ai Kondo Yoshida,F,35,161,58,Japan,JPN,Sailing
123109,Ai Ueda,F,32,155,44,Japan,JPN,Triathlon
1464,Ai Yanhan,F,14,168,54,China,CHN,Swimming
80887,Aida Gabriella Mohamed,F,40,162,57,Hungary,HUN,Fencing
109215,Aida Vladimirovna Shanayeva,F,30,173,63,Russia,RUS,Fencing
101219,Aidan Joseph Roach,M,25,187,88,Australia,AUS,Water Polo
44914,Aika Hakoyama,F,25,176,65,Japan,JPN,Synchronized Swimming
114658,"Aikaterini ""Ekaterini"" Stefanidi",F,26,173,59,Greece,GRE,Athletics
86249,Aikaterini Nikolaidou,F,23,180,70,Greece,GRE,Rowing
62582,Aikaterini-Maria Kontokhristopoulou,F,19,168,58,Greece,GRE,Fencing
116213,Aiko Sugihara,F,16,146,35,Japan,JPN,Gymnastics
82298,Aileen Morrison-Reid,F,34,169,53,Ireland,IRL,Triathlon
123941,Ailen Valente,F,20,167,58,Argentina,ARG,Gymnastics
35569,Aimee Fisher,F,21,183,99,New Zealand,NZL,Canoeing
130741,Aimee Willmott,F,23,171,66,Great Britain,GBR,Swimming
21538,Aina Cid Centelles,F,21,170,60,Spain,ESP,Rowing
98053,Aina Estellah Rabetsara,F,22,167,59,Madagascar,MAD,Swimming
83620,Ainhoa Mura Zubizarreta,F,38,160,48,Spain,ESP,Triathlon
46553,Airi Hatakeyama,F,21,170,49,Japan,JPN,Rhythmic Gymnastics
90904,Airin Palyt,F,24,187,63,Lithuania,LTU,Athletics
96785,Aisha Praught (-Leer),F,26,162,50,Jamaica,JAM,Athletics
55605,Aislin Jones,F,16,157,51,Australia,AUS,Shooting
75683,Aitor Martnez Rodrguez,M,22,183,78,Spain,ESP,Swimming
130774,Aje Wilson,F,22,173,61,United States,USA,Athletics
27131,Ajla Del Ponte,F,20,168,56,Switzerland,SUI,Athletics
58894,Ajna Evelin Ksely,F,14,165,54,Hungary,HUN,Swimming
7705,"Akalaini ""Bui"" Baravilala",F,25,168,75,United States,USA,Rugby Sevens
65166,Akane Kuroki,F,37,165,50,Japan,JPN,Equestrianism
109694,Akane Shibata,F,28,153,50,Japan,JPN,Hockey
132280,Akane Yamaguchi,F,19,156,55,Japan,JPN,Badminton
110639,Akani Simbine,M,22,176,74,South Africa,RSA,Athletics
111003,Akashdeep Singh,M,21,178,70,India,IND,Hockey
46861,Akeem Haynes,M,24,170,73,Canada,CAN,Athletics
55606,Akela Jones,F,21,186,77,Barbados,BAR,Athletics
80496,Aki Mitsuhashi,F,26,166,59,Japan,JPN,Hockey
132723,Aki Yazawa,F,24,156,50,Japan,JPN,Canoeing
84301,Akihiko Nakamura,M,25,180,73,Japan,JPN,Athletics
105980,Akiko Sato,F,32,162,58,Japan,JPN,Shooting
52245,Akira Ioane,M,21,194,113,New Zealand,NZL,Rugby Sevens
132441,Akira Yanase,M,27,191,95,Japan,JPN,Water Polo
6248,Akossiwa Claire Ayivon,F,19,,,Togo,TOG,Rowing
39939,Al-Hedi Al-Gharbi,M,46,169,70,Tunisia,TUN,Sailing
16997,ala Bykakay,F,26,172,58,Turkey,TUR,Tennis
2206,Alaa Ali Mhawi,M,20,178,68,Iraq,IRQ,Football
495,Alaaeldin Ahmad El-Sayyid Abouelkassem,M,25,188,87,Egypt,EGY,Fencing
110349,Alain Sign,M,30,181,84,Great Britain,GBR,Sailing
17678,Alan Campbell,M,33,191,96,Great Britain,GBR,Rowing
46570,Alan Hatherly,M,20,178,62,South Africa,RSA,Cycling
110957,Alan Sinclair,M,30,192,96,Great Britain,GBR,Rowing
113338,Alan Sothern,M,29,178,76,Ireland,IRL,Hockey
7728,Alana Barber,F,29,163,52,New Zealand,NZL,Athletics
14325,Alana Boyd,F,32,171,59,Australia,AUS,Athletics
58706,Alanna Stephanie Kennedy,F,21,176,54,Australia,AUS,Football
15302,Alastair Richard Brogdon,M,28,183,76,Great Britain,GBR,Hockey
121237,Alba Torrens Salom,F,26,195,80,Spain,ESP,Basketball
123972,Albane Valenzuela,F,18,174,58,Switzerland,SUI,Golf
82562,Albarchir Mouctar,M,21,178,76,Niger,NIG,Swimming
39095,Albert Aleksandrovich Gaun,M,24,183,80,Russia,RUS,Taekwondo
33184,Albert Espaol Lifante,M,30,189,86,Spain,ESP,Water Polo
47969,Albert Hermoso Farrs,M,37,168,65,Spain,ESP,Equestrianism
14786,Albert Idel Bravo Morales,M,28,199,88,Venezuela,VEN,Athletics
102463,Albert Kibichii Rop,M,24,177,63,Bahrain,BRN,Athletics
97444,Albert Puig Garrich,M,22,184,78,Spain,ESP,Swimming
98628,Albert Ramn Ramrez Durn,M,24,182,81,Venezuela,VEN,Boxing
105802,Albert Saritov,M,31,188,100,Romania,ROU,Wrestling
112028,Albert Slimov,M,30,170,57,Azerbaijan,AZE,Boxing
116128,Albert Subirats Altes,M,29,190,85,Venezuela,VEN,Swimming
32290,Alberth Josu Elis Martnez,M,20,184,77,Honduras,HON,Football
57920,Albertina da Cruz Kassoma,F,20,192,105,Angola,ANG,Handball
78431,Alberto Ezequiel Melin,M,26,170,56,Argentina,ARG,Boxing
34778,Alberto Fernndez Muoz,M,33,180,115,Spain,ESP,Shooting
90871,Alberto Ignacio Palmetta,M,26,175,64,Argentina,ARG,Boxing
3139,Alberto lvarez Muoz,M,25,191,78,Mexico,MEX,Athletics
83251,Alberto Munrriz Egaa,M,22,198,105,Spain,ESP,Water Polo
98693,Alberto Ramos Violas,M,28,188,80,Spain,ESP,Tennis
100435,Alberto Ricchetti,M,31,186,88,Italy,ITA,Canoeing
112330,"Albertus Stephanus ""Kwagga"" Smith",M,23,180,90,South Africa,RSA,Rugby Sevens
65867,Albin Lagergren,M,23,188,94,Sweden,SWE,Handball
109174,Albina Ildusovna Shakirova,F,29,165,50,Russia,RUS,Shooting
30442,Albta Dufkov,F,26,172,60,Czech Republic,CZE,Synchronized Swimming
24742,Aldemir Gomes da Silva Jnior,M,24,193,80,Brazil,BRA,Athletics
81456,Aldo Montano,M,37,184,82,Italy,ITA,Fencing
96508,Alec Potts,M,20,185,77,Australia,AUS,Archery
78719,Aleixo-Platini Menga,M,28,182,82,Germany,GER,Athletics
38914,Alejandra Garza Garza,F,25,165,75,Mexico,MEX,Weightlifting
10112,Alejandra Jhonay de Jess Bentez Romero,F,36,169,62,Venezuela,VEN,Fencing
70809,Alejandra Llaneza Gmez,F,28,157,48,Mexico,MEX,Golf
89505,Alejandra Orozco Loza,F,19,156,47,Mexico,MEX,Diving
89542,Alejandra Ortega Sols,F,22,164,57,Mexico,MEX,Athletics
97865,Alejandra Quereda Flores,F,24,175,55,Spain,ESP,Rhythmic Gymnastics
119235,Alejandra Tern Eligio,F,25,176,73,Mexico,MEX,Fencing
123920,Alejandra Valencia Trujillo,F,21,175,74,Mexico,MEX,Archery
134097,Alejandra Zavala Vzquez,F,32,165,85,Mexico,MEX,Shooting
576,"Alejandro ""lex"" Abrines Redondo",M,23,198,93,Spain,ESP,Basketball
123884,Alejandro Enrique Valds Tobier,M,27,165,65,Cuba,CUB,Wrestling
36030,Alejandro Jos Foglia Costa,M,32,190,96,Uruguay,URU,Sailing
124119,Alejandro Valverde Belmonte,M,36,177,63,Spain,ESP,Cycling
52934,Aleksandar Ivovi,M,30,197,107,Montenegro,MNE,Water Polo
57438,Aleksandar Karakaevi,M,40,178,85,Serbia,SRB,Table Tennis
64785,Aleksandar Kukolj,M,24,194,94,Serbia,SRB,Judo
86283,Aleksandar Nikolov,M,24,185,75,Bulgaria,BUL,Swimming
98197,Aleksandar Radovi,M,29,191,98,Montenegro,MNE,Water Polo
2472,Aleksandr Aleksandrov,M,26,189,93,Azerbaijan,AZE,Rowing
15925,Aleksandr Aleksandrovich Bryukhankov,M,29,184,79,Russia,RUS,Triathlon
127183,Aleksandr Aleksandrovich Volkov,M,31,210,90,Russia,RUS,Volleyball
132833,Aleksandr Gennadiyevich Yemelyanov,M,32,184,97,Kazakhstan,KAZ,Canoeing
109706,Aleksandr Igorevich Shibayev,M,25,192,80,Russia,RUS,Table Tennis
16785,Aleksandr Ivanovich Bury,M,28,203,93,Belarus,BLR,Tennis
75177,Aleksandr Ivanovich Markov,M,31,179,70,Russia,RUS,Equestrianism
69026,Aleksandr Leonidovich Lesun,M,28,185,74,Russia,RUS,Modern Pentathlon
10810,Aleksandr Nikolayevich Bersanov,M,23,176,94,Belarus,BLR,Weightlifting
16992,Aleksandr Nikolayevich Buykevich,M,31,191,80,Belarus,BLR,Fencing
116301,Aleksandr Nikolayevich Sukhorukov,M,28,196,93,Russia,RUS,Swimming
72584,Aleksandr Petrovich Lyakhovich,M,27,172,65,Belarus,BLR,Athletics
104160,Aleksandr Sergeyevich Sadovnikov,M,19,193,85,Russia,RUS,Swimming
134135,Aleksandr Sergeyevich Zaychikov,M,23,180,105,Kazakhstan,KAZ,Weightlifting
109346,Aleksandr Shatilov,M,29,182,77,Israel,ISR,Gymnastics
63778,Aleksandr Vladimirovich Krasnykh,M,21,188,80,Russia,RUS,Swimming
70391,Aleksandr Yevgenyevich Lipatov,M,35,184,77,Russia,RUS,Canoeing
96158,Aleksandr Yevgenyevich Popkov,M,21,185,80,Russia,RUS,Swimming
112678,Aleksandra Anna Socha (-Szelagowski),F,34,174,66,Poland,POL,Fencing
23387,Aleksandra Cotti,F,27,167,65,Italy,ITA,Water Polo
24064,Aleksandra Crvendaki,F,20,187,76,Serbia,SRB,Basketball
99302,Aleksandra Germanovna Razaryonova,F,26,168,56,Russia,RUS,Triathlon
53920,Aleksandra Jarmoliska,F,25,160,67,Poland,POL,Shooting
64379,Aleksandra Kruni,F,23,167,53,Serbia,SRB,Tennis
85281,Aleksandra Nemich,F,21,168,46,Kazakhstan,KAZ,Synchronized Swimming
123435,Aleksandra Urbaczyk-Olejarczyk,F,28,172,62,Poland,POL,Swimming
97071,Aleksandra Valentinovna Privalova,F,28,178,66,Belarus,BLR,Table Tennis
102258,Aleksandra Valeryevna Romanova,F,25,168,58,Kazakhstan,KAZ,Athletics
39672,Aleksandra Viktorovna Gerasimenya,F,30,175,60,Belarus,BLR,Swimming
92089,Aleksandra Vyacheslavovna Patskevich,F,27,169,69,Russia,RUS,Synchronized Swimming
118602,Aleksandra Yevgenyevna Tarasova,F,28,170,64,Belarus,BLR,Basketball
105004,Aleksandrs Samoilovs,M,31,195,92,Latvia,LAT,Beach Volleyball
103467,Aleksejs Rumjancevs,M,30,185,90,Latvia,LAT,Canoeing
105731,Aleksejs Saramotins,M,34,185,75,Latvia,LAT,Cycling
2755,Aleksey Aleksandrovich Alipov,M,40,175,80,Russia,RUS,Shooting
27601,Aleksey Alekseyevich Denisenko,M,22,185,68,Russia,RUS,Taekwondo
132192,Aleksey Andreyevich Yakimenko,M,32,184,80,Russia,RUS,Fencing
20427,Aleksey Borisovich Cheremisinov,M,31,183,75,Russia,RUS,Fencing
125935,Aleksey Igoryevich Verbov,M,34,183,79,Russia,RUS,Volleyball
15885,Aleksey Sergeyevich Bryansky,M,18,192,82,Russia,RUS,Swimming
61263,Aleksey Vasilyevich Klimov,M,40,182,88,Russia,RUS,Shooting
27709,Aleksey Viktorovich Dergunov,M,31,187,95,Kazakhstan,KAZ,Canoeing
83959,Aleksey Vladimirovich Mzhachik,M,20,190,135,Belarus,BLR,Weightlifting
65103,Aleksey Yuryevich Kurbatov,M,22,185,74,Russia,RUS,Cycling
80760,Aleksey Yuryevich Mochalov,M,26,186,90,Uzbekistan,UZB,Canoeing
88346,Aleksi Mikael Ojala,M,23,180,62,Finland,FIN,Athletics
9486,Alemu Bekele Gebre,M,26,162,59,Bahrain,BRN,Athletics
134068,Alen Taimurazovych Zasieiev,M,27,185,125,Ukraine,UKR,Wrestling
109310,Alena Sharp,F,35,168,69,Canada,CAN,Golf
1234,Alessandra Aguilar Morn,F,38,165,50,Spain,ESP,Athletics
92006,Alessandra Patelli,F,24,180,70,Italy,ITA,Rowing
93441,Alessandra Perilli,F,28,169,73,San Marino,SMR,Shooting
26417,Alessandro De Marchi,M,30,181,66,Italy,ITA,Cycling
33631,Alessandro Fabian,M,28,186,77,Italy,ITA,Triathlon
86838,Alessandro Nora,M,29,191,85,Italy,ITA,Water Polo
125813,Alessandro Velotto,M,21,186,85,Italy,ITA,Water Polo
39484,Alessia Gennari,F,24,184,68,Italy,ITA,Volleyball
76827,Alessia Maurelli,F,19,168,48,Italy,ITA,Rhythmic Gymnastics
89527,Alessia Orro,F,18,180,74,Italy,ITA,Volleyball
95830,Alessia Polieri,F,21,163,55,Italy,ITA,Swimming
122061,Alessia Trost,F,23,188,68,Italy,ITA,Athletics
55928,Aletta Jorritsma,F,27,186,76,Netherlands,NED,Rowing
3284,Alex Amankwah,M,24,,,Ghana,GHA,Athletics
9285,Alex Beddoes,M,21,181,74,Cook Islands,COK,Athletics
14250,Alex Bowen,M,22,196,102,United States,USA,Water Polo
28077,Alex Di Giorgio,M,26,185,75,Italy,ITA,Swimming
58707,Alex Kennedy,M,23,196,96,New Zealand,NZL,Rowing
38497,Alex Maxwell Garca Mendoza,M,23,186,110,Cuba,CUB,Judo
87764,Alex Obert,M,24,196,105,United States,USA,Water Polo
98866,Alex Ranghieri,M,29,198,88,Italy-2,ITA,Beach Volleyball
38496,Alex Ribeiro Garcia,M,36,192,102,Brazil,BRA,Basketball
101894,Alex Roelse,M,21,204,115,United States,USA,Water Polo
102546,Alex Rose,M,24,,,Samoa,SAM,Athletics
112635,Alex Sobers,M,17,188,66,Barbados,BAR,Swimming
110487,Alex William Pombo Silva,M,28,174,73,Brazil,BRA,Judo
